target_id	length	eff_length	est_counts	tpm
rnd-1_family-874#Unknown	149	25.895	3	52.9447
rnd-1_family-875#Unknown	85	36.2222	0	0
rnd-1_family-876#LTR/Gypsy	659	494.245	165	152.566
rnd-1_family-877#Unknown	364	204.082	47	105.247
rnd-1_family-878#LTR/Gypsy	366	206.019	23	51.0196
rnd-1_family-879#LINE/Penelope	355	195.794	20.0805	46.8696
rnd-1_family-880#Unknown	125	14.6028	46	1439.59
rnd-1_family-865#Unknown	197	58.8561	25	194.118
rnd-1_family-881#Unknown	73	31.5172	3.26786	47.384
rnd-1_family-882#Unknown	177	43.9703	126	1309.57
rnd-1_family-883#Unknown	54	24.7895	3	55.3058
rnd-1_family-884#Unknown	55	24.55	0	0
rnd-1_family-848#LINE/RTE-BovB	56	25.55	0	0
rnd-1_family-885#Unknown	93	32.3529	7	98.8783
rnd-1_family-886#Unknown	115	11.0822	10	412.373
rnd-1_family-887#Unknown	243	95.3624	0	0
rnd-1_family-888#LINE/CR1	94	21.625	0	0
rnd-1_family-889#Unknown	842	676.912	1390	938.425
rnd-1_family-890#LTR/Gypsy	310	153.776	10	29.7186
rnd-1_family-891#Unknown	244	96.192	74	351.568
rnd-1_family-892#Unknown	50	22.1111	6	124.01
rnd-1_family-893#Unknown	356	196.774	8.91952	20.7153
rnd-1_family-894#Unknown	77	33.2903	17	233.371
rnd-1_family-895#Unknown	324	166.78	8	21.9212
rnd-1_family-896#DNA/TcMar-Pogo	175	42.4902	28	301.153
rnd-1_family-872#Unknown	67	30	100	1523.34
rnd-1_family-897#LINE/Rex-Babar	163	34.26	31.5835	421.298
rnd-1_family-898#Unknown	81	33.2286	4.35079	59.8374
rnd-1_family-899#Unknown	178	44.681	124	1268.28
rnd-1_family-900#Unknown	166	36.2296	33	416.263
rnd-1_family-901#LINE/CR1	99	9.05212	3	151.456
rnd-1_family-902#Unknown	59	28.55	143	2289.01
rnd-1_family-903#Unknown	65	30.5217	3	44.9189
rnd-1_family-904#Unknown	80	34.1818	3	40.1091
rnd-1_family-906#LTR/Gypsy	515	351.293	110	143.1
rnd-1_family-907#Unknown	275	122.516	0	0
rnd-1_family-908#Unknown	591	426.47	696.793	746.675
rnd-1_family-909#Unknown	354	194.834	2.65998	6.23922
rnd-1_family-910#Unknown	117	11.694	744.777	29105.8
rnd-1_family-911#Unknown	67	30	25	380.834
rnd-1_family-912#LINE/CR1	154	28.7925	1	15.8722
rnd-1_family-913#Unknown	102	8.45912	0	0
rnd-1_family-914#Unknown	245	97.0418	9	42.3838
rnd-1_family-915#Unknown	94	21.625	1	21.133
rnd-1_family-905#LTR/Gypsy	172	40.3086	7	79.3628
rnd-1_family-916#Unknown	144	23.2648	46.9956	923.155
rnd-1_family-917#Unknown	111	9.89855	0	0
rnd-1_family-918#Unknown	189	52.8783	19	164.208
rnd-1_family-919#Unknown	84	36.2286	0	0
rnd-1_family-920#Unknown	89	35.561	5	64.2559
rnd-1_family-921#Unknown	114	10.789	3	127.074
rnd-1_family-922#Unknown	56	25.55	4	71.5461
rnd-1_family-923#Unknown	793	627.979	565.407	411.465
rnd-1_family-924#Unknown	134	18.5378	0	0
rnd-1_family-925#Unknown	198	59.6694	86.005	658.702
rnd-1_family-926#Unknown	183	48.3411	8.34002	78.8438
rnd-1_family-927#Unknown	76	34.5172	6	79.4387
rnd-1_family-928#LINE/Penelope	238	91.173	12.0458	60.3791
rnd-1_family-929#LINE/CR1	128	15.9358	1	28.6777
rnd-1_family-930#Unknown	72	30.5172	0	0
rnd-1_family-931#Unknown	78	34.2903	365	4864.5
rnd-1_family-932#Unknown	235	88.6994	16.7669	86.387
rnd-1_family-933#Unknown	171	39.5271	22.2331	257.052
rnd-1_family-934#Unknown	73	31.5172	0	0
rnd-1_family-935#Unknown	55	24.55	8	148.921
rnd-1_family-936#Unknown	109	9.354	4	195.425
rnd-1_family-937#LTR/Gypsy	355	195.794	45	105.034
rnd-1_family-938#Unknown	389	228.146	150.488	301.443
rnd-1_family-939#Unknown	54	24.7895	0	0
rnd-1_family-940#Unknown	256	106.36	290	1246.05
rnd-1_family-941#Unknown	105	8.66766	44	2319.89
rnd-1_family-942#Unknown	198	59.6694	33.0329	252.995
rnd-1_family-943#Unknown	250	101.34	4	18.0383
rnd-1_family-944#Unknown	196	58.063	54	425.022
rnd-1_family-945#Unknown	430	267.543	40.123	68.5356
rnd-1_family-946#Unknown	70	30.6667	10	149.022
rnd-1_family-947#Unknown	57	26.55	3	51.6385
rnd-1_family-949#DNA/TcMar-Tc1	388	227.169	10	20.1172
rnd-1_family-950#Unknown	64	29.5217	0	0
rnd-1_family-951#Unknown	55	24.55	0	0
rnd-1_family-952#Unknown	52	24.1111	0	0
rnd-1_family-954#LINE/Penelope	120	12.6797	23.9542	863.356
rnd-1_family-955#DNA/Ginger	209	68.1007	13	87.2385
rnd-1_family-956#Unknown	51	23.1111	5	98.8703
rnd-1_family-957#Unknown	251	102.172	4	17.8914
rnd-1_family-958#Unknown	170	38.8225	24	282.517
rnd-1_family-959#Unknown	162	33.5831	4	54.4321
rnd-1_family-948#LINE/Penelope	134	18.5378	50	1232.62
rnd-1_family-960#Unknown	78	34.2903	0	0
rnd-1_family-961#DNA/CMC-EnSpm	770	604.979	49.3741	37.2972
rnd-1_family-962#LINE/Penelope	204	64.1815	1	7.12044
rnd-1_family-963#Unknown	176	43.1893	10	105.813
rnd-1_family-953#LINE/Penelope	104	8.61333	9	477.516
rnd-2_family-14#LINE/RTE-BovB	3284	3118.43	417.164	61.1347
rnd-2_family-7#LINE/RTE-BovB	3201	3035.43	1318.06	198.441
rnd-2_family-15#SINE/tRNA	256	106.36	187.141	804.093
rnd-2_family-95#LTR/Pao	2119	1953.43	16.7982	3.92991
rnd-2_family-73#LINE/CR1	3150	2984.43	103.736	15.8848
rnd-2_family-116#Unknown	321	164.018	39.8557	111.049
rnd-2_family-84#Unknown	2857	2691.43	17.6177	2.99146
rnd-2_family-16#Unknown	178	44.681	6.76031	69.145
rnd-2_family-119#LINE/Penelope	1897	1731.43	13	3.43127
rnd-2_family-194#Unknown	523	359.114	37.9543	48.2998
rnd-2_family-177#Unknown	613	448.384	24.2263	24.6919
rnd-3_family-163#LINE/RTE-BovB	3919	3753.43	1482.15	180.46
rnd-3_family-133#SINE/MIR	266	114.876	240.188	955.515
rnd-3_family-135#LINE/RTE-BovB	3836	3670.43	3662.58	456.024
rnd-3_family-9#Satellite	687	522.196	104.12	91.121
rnd-3_family-79#LINE/RTE-BovB	3394	3228.43	479.521	67.8786
rnd-3_family-27#LINE/RTE-BovB	2131	1965.43	1219.94	283.659
rnd-3_family-370#LTR/Pao	3978	3812.43	3.20281	0.383925
rnd-3_family-111#LTR/Gypsy	1498	1332.43	10	3.42983
rnd-3_family-368#LTR/Pao	2981	2815.43	71.8423	11.6615
rnd-3_family-153#LINE/CR1	1749	1583.43	69.3094	20.0037
rnd-3_family-88#DNA/TcMar-Tc1	1130	964.43	111	52.598
rnd-3_family-137#LINE/RTE-BovB	2960	2794.43	407.332	66.6151
rnd-3_family-159#Unknown	163	34.26	127.949	1706.73
rnd-3_family-509#LTR/Gypsy	1837	1671.43	8	2.18735
rnd-3_family-272#LINE/CR1	1014	848.43	54	29.0867
rnd-3_family-170#LTR/Gypsy	1926	1760.43	15	3.89394
rnd-3_family-200#LINE/CR1-Zenon	2805	2639.43	233.541	40.4361
rnd-3_family-264#LINE/CR1	1305	1139.43	8	3.20863
rnd-3_family-127#LINE/Rex-Babar	1807	1641.43	12	3.34099
rnd-3_family-369#LINE/CR1	2035	1869.43	0	0
rnd-3_family-185#LTR/Pao	5440	5274.43	61.6451	5.34121
rnd-3_family-26#Unknown	281	127.692	8.07019	28.8826
rnd-3_family-15#SINE/tRNA	880	714.912	26.0494	16.6518
rnd-3_family-52#LINE	2420	2254.43	213.376	43.2539
rnd-3_family-792#Unknown	365	205.04	4.02375	8.96827
rnd-3_family-347#Unknown	230	84.8103	50.9021	274.286
rnd-3_family-391#LINE/CR1	3067	2901.43	17	2.67765
rnd-3_family-214#LINE/CR1	1849	1683.43	81	21.9891
rnd-3_family-257#Unknown	502	338.502	26.1982	35.3693
rnd-3_family-29#Unknown	355	195.794	125.516	292.966
rnd-3_family-91#Unknown	414	252.04	0	0
rnd-3_family-217#LTR/Gypsy	2371	2205.43	25	5.1804
rnd-3_family-190#Unknown	488	324.602	13	18.3025
rnd-3_family-144#Unknown	1400	1234.43	7	2.59148
rnd-3_family-231#Unknown	515	351.293	16	20.8146
rnd-3_family-12#Unknown	294	139.236	66.099	216.95
rnd-3_family-115#LINE/Penelope	804	638.979	85.2228	60.9518
rnd-3_family-389#Unknown	1528	1362.43	765	256.604
rnd-3_family-324#LINE/CR1	956	790.756	14	8.091
rnd-3_family-38#Unknown	813	647.979	10	7.05271
rnd-3_family-97#LINE/CR1	1940	1774.43	26.1106	6.72473
rnd-3_family-105#Unknown	368	207.83	313.412	689.165
rnd-3_family-531#Unknown	1790	1624.43	234.08	65.8538
rnd-3_family-13#Unknown	339	180.871	4.93616	12.472
rnd-3_family-301#LINE/RTE-BovB	2054	1888.43	858.21	207.687
rnd-4_family-469#SINE/tRNA	262	111.367	155.376	637.595
rnd-4_family-397#LINE/RTE-BovB	2873	2707.43	1460.66	246.552
rnd-4_family-29#Unknown	160	32.3586	3.4479	48.6947
rnd-4_family-377#LTR/Pao	2744	2578.43	19.0465	3.3758
rnd-4_family-502#Unknown	2388	2222.43	4195.32	862.689
rnd-4_family-286#LINE/RTE-BovB	3625	3459.43	934.522	123.453
rnd-4_family-408#LINE/CR1	2533	2367.43	243	46.9079
rnd-4_family-330#Unknown	229	83.9455	66	359.305
rnd-4_family-173#LINE/CR1	1976	1810.43	66.163	16.7013
rnd-4_family-345#LINE/CR1	673	508.196	14	12.5897
rnd-4_family-64#LINE/Penelope	1915	1749.43	294.309	76.8817
rnd-4_family-76#Unknown	267	115.678	136	537.286
rnd-4_family-341#Unknown	328	170.536	23.1021	61.9085
rnd-4_family-35#LINE	1779	1613.43	28.0244	7.93786
rnd-4_family-255#DNA/TcMar-Pogo	681	516.196	38	33.6423
rnd-4_family-239#Unknown	451	288.153	150	237.895
rnd-4_family-333#LINE/Rex-Babar	2080	1914.43	94	22.4391
rnd-4_family-437#LINE/Penelope	2281	2115.43	112.082	24.2132
rnd-4_family-661#LINE/CR1	1603	1437.43	14	4.45101
rnd-4_family-60#Unknown	209	68.1007	15	100.66
rnd-4_family-346#LINE/CR1	3122	2956.43	46	7.11061
rnd-4_family-514#LINE/Penelope	1594	1428.43	50.2109	16.0641
rnd-4_family-42#DNA/TcMar-ISRm11	2306	2140.43	49	10.4619
rnd-4_family-299#LINE	2776	2610.43	103	18.0319
rnd-4_family-247#LINE/CR1	2643	2477.43	50	9.22328
rnd-4_family-281#DNA/TcMar-Pogo	890	724.912	109	68.716
rnd-4_family-166#Unknown	1232	1066.43	26	11.1419
rnd-4_family-144#Unknown	1561	1395.43	72	23.5799
rnd-4_family-63#Unknown	922	756.912	32	19.3206
rnd-4_family-712#LTR/Gypsy	2422	2256.43	64	12.9621
rnd-4_family-265#LTR/Gypsy	4982	4816.43	1195.37	113.421
rnd-4_family-907#LINE/CR1	2759	2593.43	13	2.29079
rnd-4_family-122#Unknown	403	241.437	0	0
rnd-4_family-886#DNA/TcMar-Tc1	107	8.91357	1	51.2702
rnd-4_family-14#Unknown	70	30.6667	8	119.218
rnd-4_family-259#Unknown	137	19.9549	7	160.311
rnd-4_family-844#Unknown	133	18.0268	10	253.512
rnd-4_family-959#Unknown	873	707.912	154.692	99.863
rnd-4_family-235#Unknown	322	164.9	48.8048	135.257
rnd-4_family-723#LINE/CR1	2784	2618.43	128	22.3401
rnd-4_family-534#LINE/CR1	2884	2718.43	31	5.21147
rnd-4_family-929#LINE/CR1	1542	1376.43	8.01105	2.65982
rnd-4_family-994#LTR/Pao	2366	2200.43	1	0.207687
rnd-4_family-880#LINE/CR1	2756	2590.43	24	4.23405
rnd-4_family-906#LTR/Pao	3516	3350.43	1	0.136401
rnd-4_family-178#Unknown	232	86.284	82	434.311
rnd-4_family-380#Unknown	444	281.239	57	92.6224
rnd-4_family-204#Unknown	1026	860.43	13	6.9047
rnd-4_family-784#Unknown	589	424.47	107	115.2
rnd-4_family-1159#Unknown	362	202.206	17	38.4213
rnd-4_family-538#Unknown	186	50.6484	51	460.173
rnd-4_family-539#LINE/CR1	2539	2373.43	13	2.50313
rnd-4_family-23#LINE	2510	2344.43	71.7014	13.9768
rnd-4_family-313#LTR/Pao	4560	4394.43	21.7143	2.25819
rnd-4_family-244#LINE/RTE-BovB	1574	1408.43	47.9489	15.5582
rnd-4_family-209#Unknown	256	106.36	1	4.29672
rnd-4_family-186#LINE/Penelope	518	354.257	6.09472	7.86235
rnd-4_family-848#Unknown	407	245.265	6	11.1798
rnd-4_family-871#Unknown	356	196.774	22	51.0942
rnd-4_family-623#DNA/TcMar-Tc1	756	590.979	113	87.3823
rnd-4_family-693#Unknown	102	8.45912	25	1350.62
rnd-4_family-549#Unknown	802	636.979	20	14.349
rnd-4_family-1224#Unknown	600	435.384	28	29.3902
rnd-4_family-103#LTR/Gypsy	1165	999.43	32	14.6324
rnd-4_family-86#LINE/CR1	1102	936.43	25	12.2006
rnd-4_family-352#Unknown	294	139.236	20	65.644
rnd-4_family-157#Unknown	465	301.976	6	9.0802
rnd-4_family-111#LTR/Gypsy	2634	2468.43	53	9.81232
rnd-4_family-18#Satellite	414	252.04	83.2954	151.032
rnd-4_family-492#LINE/CR1	3523	3357.43	606.721	82.5846
rnd-4_family-610#LINE/CR1	2093	1927.43	23	5.45338
rnd-4_family-98#DNA/TcMar-Tc2	1221	1055.43	124	53.6919
rnd-4_family-1769#LINE/Rex-Babar	2413	2247.43	94	19.1143
rnd-4_family-489#LINE/CR1	6149	5983.43	390.969	29.8613
rnd-4_family-379#LTR/Gypsy	1220	1054.43	42	18.2032
rnd-4_family-79#Satellite	972	806.676	45.267	25.6448
rnd-4_family-596#Unknown	1828	1662.43	8	2.19919
rnd-4_family-96#LTR/Gypsy	1601	1435.43	76	24.1963
rnd-4_family-31#Unknown	943	777.835	10	5.87529
rnd-4_family-735#Unknown	729	563.979	5	4.05158
rnd-4_family-728#Unknown	299	143.734	12	38.1538
rnd-4_family-107#LINE/Penelope	728	562.979	13	10.5528
rnd-4_family-327#Unknown	668	503.196	197	178.915
rnd-4_family-85#LINE/CR1	640	475.245	28	26.9251
rnd-4_family-206#DNA/TcMar-Tc1	1044	878.43	15	7.80371
rnd-4_family-561#Unknown	1388	1222.43	0	0
rnd-4_family-389#LINE/RTE-BovB	3062	2896.43	714.282	112.7
rnd-4_family-1389#Unknown	1228	1062.43	26	11.1838
rnd-4_family-130#Unknown	505	341.468	65	86.9923
rnd-4_family-25#Unknown	1508	1342.43	154.596	52.6289
rnd-4_family-1343#Unknown	296	140.987	5	16.2072
rnd-4_family-268#Unknown	209	68.1007	65	436.193
rnd-4_family-391#LINE/RTE-BovB	588	423.47	348.142	375.708
rnd-4_family-234#DNA/PiggyBac	1016	850.43	41	22.0324
rnd-4_family-11#DNA/CMC-EnSpm	1199	1033.43	1784.96	789.339
rnd-4_family-698#LTR/Gypsy	2068	1902.43	109	26.1839
rnd-4_family-432#Unknown	401	239.583	0	0
rnd-4_family-92#LINE/Rex-Babar	574	409.596	5	5.57867
rnd-4_family-418#LTR/Gypsy	2069	1903.43	116.982	28.0867
rnd-4_family-997#Unknown	1285	1119.43	10	4.08244
rnd-4_family-669#LINE/CR1	321	164.018	1	2.78628
rnd-4_family-1285#Unknown	968	802.756	0	0
rnd-4_family-356#LTR/Gypsy	169	38.1771	5	59.8527
rnd-4_family-406#LINE/CR1	1061	895.43	22	11.2281
rnd-4_family-1198#Unknown	1180	1014.43	20	9.01
rnd-4_family-226#Unknown	197	58.8561	1	7.76472
rnd-4_family-476#Unknown	788	622.979	43.1593	31.6605
rnd-4_family-1026#Unknown	399	237.607	12	23.0802
rnd-4_family-127#Unknown	400	238.583	3	5.74644
rnd-4_family-963#Unknown	2068	1902.43	915	219.801
rnd-4_family-504#LINE/CR1	1923	1757.43	1	0.260039
rnd-4_family-454#LINE/RTE-BovB	2617	2451.43	257.796	48.0588
rnd-4_family-22#Unknown	174	41.7462	11	120.418
rnd-4_family-316#Unknown	1884	1718.43	0	0
rnd-4_family-660#LINE/CR1	2620	2454.43	11	2.04814
rnd-4_family-1109#Unknown	217	74.2099	87.3874	538.151
rnd-4_family-133#LTR/Gypsy	1503	1337.43	140	47.8381
rnd-4_family-340#Unknown	403	241.437	33	62.4636
rnd-4_family-159#LINE/Penelope	711	546.089	74.9974	62.7624
rnd-4_family-736#Unknown	126	15.1036	5	151.288
rnd-4_family-1601#LTR/Gypsy	440	277.324	12	19.7748
rnd-4_family-32#Unknown	517	353.293	7	9.05483
rnd-4_family-1287#Unknown	658	493.245	14	12.9713
rnd-4_family-248#SINE?	188	52.126	32.0005	280.556
rnd-4_family-358#Satellite	633	468.245	115.17	112.404
rnd-4_family-833#DNA/TcMar-ISRm11	1885	1719.43	20	5.31572
rnd-4_family-371#Satellite	475	311.761	23.13	33.9055
rnd-4_family-47#LINE/Penelope	960	794.756	101	58.077
rnd-4_family-100#LINE/CR1	744	578.979	8	6.31458
rnd-4_family-212#Unknown	203	63.3699	6	43.2698
rnd-4_family-499#Unknown	356	196.774	109.176	253.557
rnd-4_family-809#LTR/Gypsy	1468	1302.43	6	2.1053
rnd-4_family-1297#Unknown	627	462.338	20	19.7691
rnd-4_family-631#Unknown	379	218.462	0	0
rnd-4_family-697#LTR/Gypsy	652	487.245	34	31.8895
rnd-4_family-298#DNA/TcMar-Tc1	461	298.006	1	1.53353
rnd-4_family-554#LINE/CR1	717	552.089	3	2.4833
rnd-4_family-551#LTR/Gypsy	672	507.196	32	28.8331
rnd-4_family-881#Unknown	1362	1196.43	268.653	102.617
rnd-4_family-882#LTR/Pao	3618	3452.43	0	0
rnd-4_family-134#Unknown	262	111.367	1	4.10355
rnd-4_family-1310#Unknown	682	517.196	33.0901	29.2389
rnd-4_family-548#Unknown	819	653.979	0	0
rnd-4_family-124#LINE/CR1-Zenon	1442	1276.43	87.3933	31.2895
rnd-4_family-843#LINE/CR1	707	542.089	60	50.5821
rnd-4_family-34#LINE/Penelope	1304	1138.43	77.9605	31.2957
rnd-4_family-1942#Unknown	81	33.2286	0	0
rnd-4_family-45#LTR/Gypsy	1265	1099.43	104	43.2297
rnd-4_family-246#LINE/CR1	456	293.065	35	54.5783
rnd-4_family-779#Unknown	524	360.042	344.054	436.707
rnd-4_family-475#Unknown	754	588.979	634.315	492.178
rnd-4_family-41#Unknown	73	31.5172	28	406.001
rnd-4_family-1488#LINE/CR1	948	782.835	13	7.5891
rnd-4_family-1937#Unknown	776	610.979	0	0
rnd-4_family-624#Unknown	1495	1329.43	240	82.5016
rnd-4_family-1533#LTR/Gypsy	1292	1126.43	120	48.6849
rnd-4_family-154#Unknown	711	546.089	0	0
rnd-4_family-674#LTR/Gypsy	2052	1886.43	46	11.1438
rnd-4_family-328#Unknown	969	803.756	34	19.3318
rnd-4_family-427#Unknown	361	201.329	6.19907	14.0714
rnd-4_family-117#RC/Helitron	2055	1889.43	473	114.406
rnd-5_family-374#SINE/tRNA-Core-RTE	262	111.367	347.376	1425.47
rnd-5_family-52#LINE/CR1	889	723.912	60	37.8776
rnd-5_family-476#LINE/RTE-BovB	3829	3663.43	2665.74	332.542
rnd-5_family-216#LINE/RTE-BovB	3997	3831.43	616.697	73.5576
rnd-5_family-4#LINE/CR1	5993	5827.43	1	0.0784223
rnd-5_family-79#LINE/CR1	2017	1851.43	316	78.0004
rnd-5_family-339#LINE/CR1	1127	961.43	19	9.03135
rnd-5_family-113#LINE	2796	2630.43	163.63	28.4284
rnd-5_family-65#LINE/RTE-BovB	2402	2236.43	1313.32	268.369
rnd-5_family-336#DNA/TcMar-ISRm11	1344	1178.43	17	6.59268
rnd-5_family-283#LINE/RTE-BovB	3824	3658.43	1157.32	144.569
rnd-5_family-226#LTR/Gypsy	2552	2386.43	182	34.8529
rnd-5_family-364#DNA/TcMar-Pogo	1189	1023.43	50	22.3269
rnd-5_family-455#DNA/CMC-EnSpm	1938	1772.43	292.15	75.3274
rnd-5_family-45#DNA/MuLE-NOF	2109	1943.43	1078	253.493
rnd-5_family-640#Unknown	368	207.83	71.478	157.174
rnd-5_family-268#Satellite	388	227.169	146.141	293.995
rnd-5_family-167#LINE/CR1	3207	3041.43	21	3.15543
rnd-5_family-443#Unknown	1080	914.43	51	25.488
rnd-5_family-184#LINE/Penelope	122	13.442	160	5439.67
rnd-5_family-190#LTR/Pao	2725	2559.43	294	52.4954
rnd-5_family-158#Unknown	728	562.979	0	0
rnd-5_family-98#LTR/Gypsy	1002	836.43	81	44.256
rnd-5_family-63#LTR/Gypsy	2432	2266.43	298.245	60.1378
rnd-5_family-270#Unknown	314	157.534	10	29.0097
rnd-5_family-73#LINE/CR1	1510	1344.43	8	2.71937
rnd-5_family-585#LTR/Gypsy	3199	3033.43	116	17.476
rnd-5_family-254#DNA/TcMar-Tc1	681	516.196	34	30.101
rnd-5_family-389#Unknown	679	514.196	186.028	165.336
rnd-5_family-798#Unknown	158	31.122	3	44.0525
rnd-5_family-320#Unknown	152	27.6502	0	0
rnd-5_family-1347#LINE/CR1	1036	870.43	69	36.227
rnd-5_family-193#Unknown	341	182.722	127	317.637
rnd-5_family-1292#LTR/Gypsy	738	572.979	46	36.689
rnd-5_family-882#Unknown	1250	1084.43	2857.96	1204.4
rnd-5_family-68#Unknown	1910	1744.43	7.02089	1.83931
rnd-5_family-841#DNA/TcMar-Tc2	858	692.912	45	29.6791
rnd-5_family-762#LINE/CR1	3363	3197.43	3	0.428782
rnd-5_family-966#Unknown	616	451.384	31	31.3858
rnd-5_family-119#Unknown	439	276.352	5	8.26846
rnd-5_family-1812#Unknown	78	34.2903	17	226.566
rnd-5_family-62#Unknown	2475	2309.43	2523	499.263
rnd-5_family-687#LTR/Gypsy	780	614.979	783	581.86
rnd-5_family-495#LTR/Pao	313	156.566	93	271.457
rnd-5_family-210#LINE/Rex-Babar	1204	1038.43	51	22.4445
rnd-5_family-287#Unknown	85	36.2222	4	50.4663
rnd-5_family-915#LTR/Gypsy	3053	2887.43	65	10.2877
rnd-5_family-102#Unknown	1820	1654.43	667	184.244
rnd-5_family-387#LINE/CR1	1775	1609.43	3	0.851856
rnd-5_family-66#Unknown	653	488.245	14	13.1041
rnd-5_family-80#Unknown	635	470.245	58	56.3664
rnd-5_family-292#Unknown	588	423.47	280	302.17
rnd-5_family-315#Unknown	278	125.134	0	0
rnd-5_family-109#LINE/CR1	1028	862.43	72	38.1527
rnd-5_family-977#SINE?	428	265.651	52.7487	90.7439
rnd-5_family-521#Unknown	1072	906.43	315	158.816
rnd-5_family-1666#Unknown	262	111.367	27	110.796
rnd-5_family-805#DNA/CMC-EnSpm	1003	837.43	396	216.104
rnd-5_family-434#LINE/Rex-Babar	2779	2613.43	368.308	64.4046
rnd-5_family-271#Unknown	414	252.04	3	5.43962
rnd-5_family-1849#buffer	2339	2173.43	4231	889.64
rnd-5_family-25#LINE/CR1	380	219.462	7	14.5766
rnd-5_family-751#Unknown	968	802.756	98	55.7904
rnd-5_family-157#Unknown	1166	1000.43	0	0
rnd-5_family-259#LINE/CR1-Zenon	1713	1547.43	3	0.885986
rnd-5_family-547#LTR/Gypsy	1529	1363.43	379	127.035
rnd-5_family-1323#LTR/Gypsy	1199	1033.43	10	4.42217
rnd-5_family-96#Unknown	331	173.271	398	1049.72
rnd-5_family-77#LINE/CR1	568	403.596	1	1.13232
rnd-5_family-946#Unknown	1091	925.43	38	18.7654
rnd-5_family-891#LINE/CR1	2190	2024.43	25	5.64357
rnd-5_family-505#Unknown	111	9.89855	54	2493.1
rnd-5_family-189#LTR/Pao	1232	1066.43	121	51.8525
rnd-5_family-1190#Unknown	456	293.065	32	49.9002
rnd-5_family-555#DNA/TcMar-ISRm11	1198	1032.43	558.972	247.427
rnd-5_family-53#LINE/Penelope	696	531.143	54	46.4622
rnd-5_family-959#DNA/TcMar-Tc2	720	555.034	35	28.8181
rnd-5_family-519#LINE/CR1	930	764.912	51	30.4702
rnd-5_family-2#Unknown	157	30.5666	1	14.951
rnd-5_family-880#Unknown	1093	927.43	226	111.364
rnd-5_family-299#LINE/CR1	3074	2908.43	20	3.14259
rnd-5_family-183#Unknown	401	239.583	9	17.1674
rnd-5_family-518#Unknown	441	278.324	30	49.2593
rnd-5_family-97#LTR/Gypsy	639	474.245	310	298.728
rnd-5_family-300#LINE/CR1	2945	2779.43	51	8.38554
rnd-5_family-298#Unknown	103	8.57036	5	266.617
rnd-5_family-1493#LINE/CR1	2612	2446.43	14	2.61524
rnd-5_family-1243#Unknown	383	222.26	12	24.6738
rnd-5_family-453#Unknown	691	526.196	34	29.529
rnd-5_family-125#Unknown	338	179.926	181	459.728
rnd-5_family-1086#Unknown	322	164.9	0	0
rnd-5_family-743#LINE/CR1	2006	1840.43	5.04162	1.25189
rnd-5_family-471#Unknown	1068	902.43	13	6.58335
rnd-5_family-409#Unknown	1428	1262.43	1	0.362001
rnd-5_family-441#Unknown	810	644.979	3	2.12565
rnd-5_family-1410#LINE/CR1	3078	2912.43	40	6.27655
rnd-5_family-1213#LTR/Gypsy	787	621.979	13	9.55179
rnd-5_family-415#Unknown	423	260.809	4	7.00896
rnd-5_family-367#Unknown	793	627.979	3	2.1832
rnd-5_family-1675#Unknown	423	260.809	1	1.75224
rnd-5_family-1421#Unknown	580	415.555	19	20.895
rnd-5_family-357#LINE/CR1	2985	2819.43	8	1.29672
rnd-5_family-615#Unknown	106	8.78933	15	779.924
rnd-5_family-962#Unknown	873	707.912	12	7.74674
rnd-5_family-191#DNA/CMC-EnSpm	1977	1811.43	393	99.1489
rnd-5_family-139#Unknown	432	269.516	1	1.69563
rnd-5_family-24#LTR/Gypsy	791	625.979	5	3.65029
rnd-5_family-429#Unknown	439	276.352	16	26.4591
rnd-5_family-895#LINE/L2	856	690.912	31	20.5048
rnd-5_family-297#Unknown	133	18.0268	1	25.3512
rnd-5_family-793#LINE	440	277.324	15	24.7184
rnd-5_family-369#Unknown	352	192.933	11.4137	27.0356
rnd-5_family-1565#LINE/Penelope	674	509.196	50	44.8748
rnd-5_family-1260#Unknown	1981	1815.43	1	0.251731
rnd-5_family-475#Unknown	518	354.257	172	221.884
rnd-5_family-1682#Unknown	887	721.912	14.0658	8.90423
rnd-5_family-1082#LTR/Gypsy	1619	1453.43	82	25.7832
rnd-5_family-750#LINE/CR1	953	787.756	5	2.90065
rnd-5_family-85#Unknown	518	354.257	228	294.126
rnd-5_family-765#DNA/CMC-EnSpm	2379	2213.43	1374	283.686
rnd-5_family-496#Unknown	576	411.596	0	0
rnd-5_family-6#DNA/Zisupton	5572	5406.43	104	8.79103
rnd-5_family-240#LTR/Gypsy	1471	1305.43	1	0.350077
rnd-5_family-470#Unknown	519	355.222	132	169.821
rnd-5_family-761#Unknown	85	36.2222	9	113.549
rnd-5_family-238#RC/Helitron	492	328.569	16	22.2541
rnd-5_family-598#Unknown	174	41.7462	18	197.048
rnd-5_family-1084#DNA/CMC-EnSpm	2797	2631.43	60	10.4202
rnd-5_family-542#DNA/TcMar-Pogo	1468	1302.43	34	11.93
rnd-5_family-377#LTR/Gypsy	1696	1530.43	2	0.597219
rnd-5_family-232#Unknown	452	289.153	6.6273	10.4743
rnd-5_family-748#Unknown	340	181.796	61	153.342
rnd-5_family-337#Unknown	487	323.634	53.0295	74.8824
rnd-5_family-168#Unknown	82	34.2286	0	0
rnd-5_family-1156#Unknown	537	372.75	13	15.9383
