"","min","lower","mid","upper","max","sample","condition"
"1",126.949068831899,141.969760182238,149.722375072736,158.928605255202,182.186449926695,"ad1","adult"
"2",139.438940722287,177.641390235243,192.922370040425,206.770757988871,246.405799358563,"ad2","adult"
"3",20.2943340019019,29.5190312754937,35.0538496396487,40.5886680038038,49.8133652773956,"egg1","egg"
"4",16.6656303295226,30.7272559200574,37.4976682414259,43.7472796149969,58.3297061533292,"egg2","egg"
"5",2170.3032442467,2217.38427889497,2236.77058727956,2249.65465558484,2305.16451996554,"juv1","juv"
"6",2145.46444659084,2206.31957380523,2231.66614310565,2247.20113719301,2308.99070014197,"juv2","juv"
"7",19.518875299011,28.9825724136831,31.3484966923511,34.3059020406861,40.8121938070231,"met1","metac"
"8",14.7844508085864,22.1766762128796,26.4008050153329,29.8329096673261,36.961127021466,"met2","metac"
