"","data.met2","data.ad1","data.met1","data.juv1","data.ad2","data.egg2","data.juv2","data.egg1"
"rnd-1_family-23#Unknown",21.1497488114643,31.3283420837267,34.8060134142773,84.7767142158379,33.435145330835,46.062076317078,74.6223269934789,27.4728846999459
"rnd-1_family-240#LINE/CR1",0,1.89350846977758,0,3.0832265819963,8.1509674999543,4.2465997979587,1.9781624442392,0
"rnd-1_family-241#Unknown",604.479141529854,1724.42654094649,458.574821206709,659.782136455769,3865.36393987027,498.719052241016,654.410348426292,901.906370620679
"rnd-1_family-242#Unknown",890.096093193509,538.883662047697,1078.83492781805,846.464460793172,784.805573023068,654.852526495444,748.939501510804,785.421338654603
"rnd-1_family-243#LINE/CR1",2.10533825725457,65.2286800131368,3.3189274593678,43.1131181454681,47.3446577701038,20.7450296431769,42.4038909016584,14.8224773512051
"rnd-1_family-244#Unknown",2195.18111559022,6330.25402038127,2039.45069908209,2975.40427681295,26937.4049056086,3602.94650363945,3155.61874139273,3971.79167031823
"rnd-1_family-245#Unknown",207.934635308903,47.3326342799634,181.256161505071,128.145164250406,56.8233341106263,190.798347427861,136.185139346206,198.509953831586
"rnd-1_family-246#LTR/Gypsy",64.3658776330268,72.8711777107814,124.483819850962,155.495750757287,54.1011333898738,237.714798122288,159.904333924652,143.375808762123
"rnd-1_family-247#LINE/Penelope",227.989907355464,198.149262424722,227.636981025485,177.145554063073,228.156795957888,165.414991595854,184.316639804512,202.058752391312
"rnd-1_family-248#Unknown",644.48857111547,491.69688417807,879.58256815144,386.684810833386,259.218581958279,647.299737211271,313.498290991705,682.16735013157
"rnd-1_family-249#Unknown",666.030904093733,636.834252213356,820.952186822889,278.91682136737,472.366563697894,232.825940667175,308.288683736411,433.601101262388
"rnd-1_family-24#Unknown",1687.3684997759,837.689741565944,1684.149792105,974.662972834016,1899.38986156466,716.639230384304,936.372973848486,714.680185914225
"rnd-1_family-250#Unknown",2528.33007673415,2797.18777401441,2180.60022017124,2604.63343663312,4278.53099686504,2682.51361148405,2799.10422152398,2958.95938775197
"rnd-1_family-251#Unknown",146.892351959336,104.174993143443,172.850409850209,110.522397546912,121.407877980649,182.503282278901,132.822917660991,272.988589396257
"rnd-1_family-252#Unknown",108.811375618935,135.78137450565,134.28780958169,147.806492950215,88.6375512307651,64.9945932542419,159.891194257936,118.922194486773
"rnd-1_family-253#LINE/CR1",85.7895208989505,32.4712891852275,173.678029107943,35.6135300811026,76.9491725876182,61.431330339519,63.8607884366253,15.6788945553238
"rnd-1_family-254#Unknown",174.650626669098,249.642319115404,131.032229977389,249.340608394925,241.163956417654,236.718881112764,274.951069818674,177.309917969289
"rnd-1_family-255#Unknown",151.674167947699,589.204256026733,118.373492463194,113.024118700571,854.13134267835,184.262207246727,116.488394708356,486.662787602583
"rnd-1_family-256#LINE/Rex-Babar",908.012295385129,325.780066221574,771.403634000679,388.726620578823,288.424582580315,489.040226642479,395.480493832657,598.434588443325
"rnd-1_family-257#LINE",637.559745925374,486.2205005659,559.919905812684,481.098902429009,492.815664856254,374.421886570663,471.873175759048,582.424009482022
"rnd-1_family-258#LTR/Pao",5.29007086747367,1.14159473710686,6.10731750788731,12.731365096267,4.2962979993424,2.50737286341695,16.8591961267355,0
"rnd-1_family-259#LINE/CR1",30.8363795222967,109.979262968366,61.0272738484664,153.584022368661,55.9039326839993,225.485626132127,146.015280931726,127.630846125484
"rnd-1_family-25#Unknown",103.712477363681,41.6977762197338,90.6956955615231,33.9580256330893,18.8514243390177,24.5435142608516,33.6017046225904,68.8575200963854
"rnd-1_family-260#Unknown",390.717851980232,188.957401314325,493.391619070088,259.203078157742,131.619612761867,223.096840777515,235.998877430347,328.330660386074
"rnd-1_family-261#Unknown",2318.8561681912,652.320130998988,2085.65029883472,855.335937538538,2078.72125077353,652.907324657096,814.529329060956,478.763992023452
"rnd-1_family-262#Unknown",196.585400736609,193.433534460685,419.245677265061,256.766109914322,114.078929748191,309.869780047521,206.045796868322,687.698063375152
"rnd-1_family-263#LINE/Penelope",188.219051701428,181.112723231998,275.941726362412,220.598759223844,103.019082189352,102.412887071747,215.09776136616,233.304757388363
"rnd-1_family-264#Unknown",19.4033604021524,0,39.0820149816976,5.14429108298982,0,0,7.22273030681275,13.4384711064819
"rnd-1_family-265#DNA/CMC-EnSpm",2940.90547298565,537.617852239746,2747.80334647042,2478.00811058085,830.402576894546,1800.99776252714,2382.47141859044,407.958697110622
"rnd-1_family-266#Unknown",1591.24428715011,130.992294366186,934.287686738611,197.838260023684,0.074630117108586,394.874016150663,262.17621199645,628.777906939364
"rnd-1_family-267#Unknown",2004.31274645294,1008.78583148404,1792.80968439085,1006.09058259002,1285.10235761241,963.411033643602,952.286249306174,1411.85182482643
"rnd-1_family-268#Unknown",17.2969034426155,43.3467229243783,0,73.567241496095,27.4202578731185,0,91.2469140714784,0
