"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"rnd-5_family-661#LTR/Gypsy",363.110755349318,-1.61213029872758,0.462219255735718,106.043188899125,7.79353683500817e-23,2.29570487205132e-21
"rnd-1_family-388#LINE/CR1",272.005881292877,-4.15045285736716,0.399143635251957,105.860663463909,8.53104577742258e-23,2.4594823464697e-21
"rnd-1_family-565#LTR/Gypsy",142.270692104486,-3.07035954445909,0.369384884719236,103.533679772686,2.70124233397764e-22,7.62538200529104e-21
"rnd-1_family-50#LINE/CR1",1174.65538205971,-1.34157437451566,0.257824178197029,102.766565412491,3.94962486002512e-22,1.09219218068042e-20
"rnd-1_family-841#Unknown",252.038115823948,-4.1882277851014,0.426761457417583,101.130079158988,8.8816781022411e-22,2.40693476570734e-20
"rnd-1_family-60#LINE/CR1",725.639302026399,-2.2922652894665,0.314041024952404,101.017504372425,9.39081157807675e-22,2.49500974280274e-20
"rnd-1_family-77#LINE/CR1",603.826856510853,-4.29023022688345,0.411646877734744,100.959530061923,9.66428723645712e-22,2.51829023180758e-20
"rnd-1_family-802#DNA/CMC-EnSpm",1474.50670422725,-0.940377811787915,0.334054386230691,99.5626605899906,1.92987592386917e-21,4.93392806951458e-20
"rnd-1_family-614#LINE/Penelope",65.6948444336722,4.23443520308218,0.581175033151138,98.5695451037666,3.15534955261572e-21,7.82768424088569e-20
"rnd-5_family-62#Unknown",11696.0914324673,1.91674044669714,0.284279055853245,98.555547941547,3.17728880626356e-21,7.82768424088569e-20
"rnd-5_family-189#LTR/Pao",683.238764996539,-4.66027082856818,0.476229158723178,98.3980757148892,3.43487520301066e-21,8.31117125014186e-20
"rnd-5_family-1722#LINE/CR1-Zenon",1280.0228883944,2.83996874118257,0.311890641030193,97.8833946442331,4.43155632241509e-21,1.05346645910043e-19
