"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"rnd-5_family-1505#DNA/MuLE-MuDR",706.822356041597,-1.3219720899218,0.3280385255392,21.0179979585275,0.000104374006016689,0.000385359068535731
"rnd-1_family-117#LINE/RTE-BovB",5012.89294284344,1.41314181800951,0.307085191505293,20.9955115288215,0.000105502380572439,0.000388466645857758
"rnd-1_family-928#LINE/Penelope",171.29673728552,1.24817811615549,0.339132882520059,20.639989728535,0.000125045393208143,0.00045917752790524
"rnd-1_family-223#LINE/CR1",115.940178313251,1.62325721979819,0.454624403682976,20.5911121146992,0.000128000119554653,0.000468757194585282
"rnd-1_family-672#Unknown",90.5285254605564,-2.24146938359817,0.508573542475214,20.5688159635082,0.000129370944148136,0.000472500348573381
"rnd-5_family-635#Unknown",315.554866555246,0.615482699857762,0.309044324011047,20.4736240786876,0.000135389914052248,0.000493154122421496
"rnd-1_family-709#Unknown",79.69769215066,-1.51201244522564,0.577406998937476,20.3980164053367,0.000140368583150569,0.000509918043348583
"rnd-1_family-700#LINE/Penelope",112.462707793019,-1.38558344261612,0.414499632349525,20.2761416646735,0.000148780362658064,0.000539030458293252
"rnd-1_family-42#Unknown",574.280158128683,0.245937324834902,0.296991877645023,20.2577702742654,0.000150091155784696,0.000542329376235366
"rnd-1_family-758#Unknown",8.13721325154316,-4.77102713801053,1.94014595113026,20.2436407266913,0.000151107110582997,0.000544548230957344
"rnd-1_family-311#LTR/Gypsy",156.505451368358,1.978791684742,0.453616562123867,20.1246597145268,0.000159938274917025,0.000574844462898061
"rnd-1_family-224#LINE/Penelope",469.831536580828,-0.190559435172678,0.389592866534014,20.0136444492558,0.000168640821055766,0.000603519051918267
"rnd-2_family-119#LINE/Penelope",88.4083478934602,1.71094106093905,0.457809710392868,20.0115783475435,0.000168807173931382,0.000603519051918267
"rnd-1_family-96#LTR/Gypsy",7295.17271926299,0.494484948216705,0.359416704644832,19.91279039352,0.000176954675312401,0.000630983118548166
"rnd-6_family-629#LINE/CR1",133.6982402898,1.33095837175429,0.356327128158155,19.8450329131996,0.000182768091610432,0.000648711510223604
"rnd-1_family-190#LINE/L1-DRE",276.481638867084,1.30249625457525,0.302796372087856,19.8437040748356,0.000182883982956027,0.000648711510223604
"rnd-6_family-509#LINE/CR1",527.028166593854,-1.10850337868941,0.405027446823656,19.7544502120998,0.000190837823697425,0.00067515731360316
"rnd-1_family-415#LTR/Gypsy",999.68995298965,-0.137983496106185,0.273976785084517,19.4497616054449,0.000220674496878761,0.000777330316844581
"rnd-5_family-1082#LTR/Gypsy",187.239502180044,-1.09632066144789,0.31162016136346,19.4479503756799,0.000220865071575766,0.000777330316844581
"rnd-4_family-299#LINE",65.2978300326658,-1.73698847963593,0.51206586569266,19.417871278055,0.000224053997926389,0.000786510795829682
"rnd-6_family-155#LTR/Pao",34.9084688451697,-2.85570262826035,0.79883255320474,19.3345389924252,0.000233130036326444,0.000816256328739876
"rnd-5_family-1347#LINE/CR1",46.8462682951453,1.46786576299083,0.485307298696707,19.2875850392481,0.000238404160918551,0.000832571232073806
"rnd-5_family-53#LINE/Penelope",159.537299624192,-1.50890911635661,0.368868808403481,19.2412479257012,0.000243725375387315,0.000848966281876123
"rnd-5_family-82#LINE/RTE-BovB",434.077522875701,0.805877208814022,0.276303087809991,19.188343396771,0.000249945402088619,0.000868400050846357
"rnd-1_family-340#RC/Helitron",67.101111940517,-1.23720847323852,0.563268762257674,19.1691228778928,0.000252244077437013,0.000874145076540034
"rnd-1_family-57#Unknown",136.01133414704,-0.0707731404813564,0.361326999639574,18.9110447167232,0.000285225006115947,0.000985918069609972
"rnd-5_family-1493#LINE/CR1",39.8320025919465,-1.87279086046437,0.597934942522352,18.7738829053576,0.000304464734060862,0.00104974482099865
"rnd-1_family-347#LTR/Gypsy",166.827022769259,1.57999801751059,0.401247057925506,18.6757608455611,0.000319015335363655,0.00109550820948707
"rnd-1_family-610#Unknown",219.114060973932,1.18798593016702,0.335143270697051,18.6735252415197,0.000319354791695492,0.00109550820948707
"rnd-5_family-277#LTR/Gypsy",418.851289209109,0.0379058078225065,0.343521194211137,18.6364721098107,0.00032503359246059,0.00111217302470732
"rnd-5_family-791#Unknown",493.125098736331,0.914638529287849,0.307183406642654,18.5666331119418,0.000336011674305787,0.00114684085310917
"rnd-1_family-574#LINE/CR1-Zenon",608.278547833587,1.29100927084293,0.32752505059272,18.5465660373937,0.000339233711496998,0.00115467112716874
"rnd-1_family-33#LINE/CR1",11747.1545545721,0.880042619363611,0.226415320264185,18.541758552722,0.000340010169550056,0.00115467112716874
"rnd-1_family-19#LINE/RTE-BovB",1124.79651476349,1.00005115358637,0.250873829809308,18.3095242015775,0.000379700745968869,0.00128623627696954
"rnd-5_family-953#LTR/Gypsy",65.6293583946757,-2.07368325006047,0.550330036422455,18.1020825651607,0.000419032528635339,0.0014159328586057
"rnd-4_family-379#LTR/Gypsy",50.407939763221,-2.04822457892445,0.518486624691955,17.9414094166421,0.000452258894719415,0.00152440498095723
"rnd-1_family-369#LINE/CR1",441.331266366564,0.911744422923073,0.325197292473601,17.9142271324202,0.000458133604550247,0.00154037477460443
"rnd-6_family-736#LTR/Gypsy",23.882058808777,-3.93358604155806,0.916884786647978,17.8979553421879,0.000461686550094288,0.0015484784044004
"rnd-1_family-115#LINE/Penelope",1961.6508751546,-0.696773335123132,0.397494377173207,17.8664077903371,0.000468653193385154,0.00156796315317749
"rnd-1_family-259#LINE/CR1",1893.60266984133,-0.643388625618514,0.405372527476145,17.8452780494051,0.000473377620775915,0.00157986866047134
"rnd-1_family-189#Unknown",301.697765135343,0.774454635667537,0.291789588577151,17.8031505522054,0.000482938747330494,0.00160781818828703
"rnd-1_family-142#Unknown",15.0738728452537,2.00988754852329,0.982111508789818,17.7618345296524,0.000492502151846962,0.00163563827390351
"rnd-1_family-167#LINE/CR1",37.9096073884681,-2.4798932528737,0.582000266391647,17.7235873363306,0.000501522945528519,0.00166152467283898
"rnd-5_family-240#LTR/Gypsy",14.5789967264006,2.94987615852824,1.0079841831135,17.6822807448915,0.000511449889918568,0.00168895043725522
"rnd-1_family-652#LTR/Gypsy",398.948648317217,0.076446659501194,0.294880214279046,17.6788044162921,0.000512294191669296,0.00168895043725522
"rnd-1_family-200#LINE/RTE-BovB",207.698342525142,1.21034691727424,0.310820336247047,17.548413186641,0.000544983369415407,0.00179236035329582
"rnd-1_family-857#LTR/Gypsy",7.15770478983732,-4.01622484518744,1.99899132870201,17.3690299275357,0.000593368663900874,0.00194676643967478
"rnd-6_family-1332#Unknown",23.3269977765385,0.233264500883111,0.715892658945474,17.340958277657,0.000601317513792399,0.00196808026857174
"rnd-1_family-258#LTR/Pao",104.53603115534,1.64668758062719,0.425978539664914,17.3247074817689,0.000605967414630127,0.00197852011282849
"rnd-4_family-64#LINE/Penelope",347.960804352562,-1.61587288838406,0.500292719516267,17.095245278937,0.000675569485802919,0.00220047272418979
"rnd-5_family-772#LINE",102.67422498657,1.28348649702746,0.414301248430481,17.0841580465004,0.000679126776717385,0.00220675487398575
"rnd-1_family-11#LINE/CR1",12025.3847277527,0.912316013072103,0.343540004186162,17.0297007280358,0.000696871261144241,0.0022589965522738
"rnd-1_family-674#DNA/TcMar-Tc1",49.3014736676986,1.08993524201361,0.497864690067557,16.98948108414,0.000710271604252861,0.00229390013987901
"rnd-1_family-367#LTR/Gypsy",83.8767644236211,-0.665052119403255,0.551324717298937,16.9872440841109,0.000711024397600875,0.00229390013987901
"rnd-1_family-14#LTR/Pao",371.243784902307,-0.254783314210978,0.266530934219665,16.9700082351013,0.000716851241385526,0.00230720530184653
"rnd-1_family-664#Unknown",265.489202348968,1.26767305636726,0.364766387384997,16.7927706032463,0.0007795917059739,0.00250319137818634
"rnd-1_family-126#Unknown",973.982662482321,0.00252167353133748,0.32908303826605,16.7852038870646,0.00078238841786146,0.00250623240236945
"rnd-1_family-198#LINE/CR1",2569.30282335328,0.890639322042469,0.25505171883094,16.7626851619252,0.000790770611821806,0.00252710891277959
"rnd-1_family-795#LINE/RTE-BovB",152.569155879476,-0.829242425713176,0.388335298884143,16.7494911171365,0.000795723251355152,0.00253695295432054
"rnd-6_family-538#Unknown",71.2156167676188,1.68875976177434,0.571816873163885,16.7262658319065,0.000804516297192336,0.00255896615656248
"rnd-5_family-113#LINE",108.395535213152,0.503653030690113,0.346257989356236,16.6425655960152,0.000837013440801852,0.00265609651589347
"rnd-1_family-191#DNA/CMC-EnSpm",60.0985670697785,2.93558663632556,0.706666790847215,16.6348074601149,0.00084009082935878,0.00265963334995595
"rnd-4_family-549#Unknown",11.1641807882332,-4.59202050969117,1.35411280658107,16.4928244938078,0.000898437948956561,0.00283772359169263
"rnd-1_family-949#DNA/TcMar-Tc1",9.82532374616348,-4.95818172582114,1.39227277404904,16.3039837276424,0.000982322009270034,0.00309545656409511
"rnd-5_family-1702#Unknown",136.766827611692,-1.28613567710189,0.539079289855235,16.2941713563337,0.000986887276611851,0.00310262705292125
"rnd-1_family-112#Unknown",1473.08286757818,0.614877358384749,0.296178026644159,16.2057278297672,0.00102899883405993,0.00322753106516483
"rnd-1_family-345#LINE/Penelope",36.4862428909252,1.12477595381207,0.541795419462294,16.1057771638155,0.00107874065719606,0.00337573577482831
"rnd-1_family-143#LTR/Gypsy",10458.4617774095,0.8973423162725,0.233965887472277,16.0481128425058,0.00110851676146079,0.0034550204182303
"rnd-1_family-379#Unknown",57.0989192599233,0.841961797335875,0.538151205094397,16.0468530730564,0.00110917629662744,0.0034550204182303
"rnd-1_family-675#LTR/Gypsy",71.5384304082445,-2.25480866784518,0.588167436109525,15.9809824430379,0.00114421029639526,0.00355597465966874
"rnd-1_family-876#LTR/Gypsy",629.239377768601,0.364924922248086,0.379275457118909,15.9305629285014,0.00117176689710679,0.00363328179766523
"rnd-1_family-98#LTR/Pao",483.04094689477,-1.00961511122837,0.314548533465242,15.8177897847852,0.00123581080303003,0.00382311332900842
"rnd-6_family-1975#Unknown",58.5798731927009,1.11250085917186,0.464966982745952,15.8027785455289,0.00124459369926742,0.00384151358202132
"rnd-1_family-25#Unknown",152.982776559147,0.498057200813191,0.34695697499168,15.7968591599584,0.00124807407246578,0.00384350083679802
"rnd-5_family-429#Unknown",4.50162934072838,-6.65828784569675,2.01548307796604,15.761449374547,0.00126909637775219,0.00389937775930663
"rnd-5_family-409#Unknown",24.0153423946631,-3.39495680286309,0.941550371926908,15.7305055016797,0.00128775492186441,0.00394775547313636
"rnd-5_family-291#LTR/Gypsy",72.8242560884945,1.60560895847366,0.528098157848001,15.6676052894505,0.00132652600361823,0.0040502467073291
"rnd-1_family-158#Unknown",469.30276768127,-0.0678245823580601,0.267890069348914,15.6665828369519,0.00132716571074105,0.0040502467073291
"rnd-1_family-44#LTR/Pao",2645.29248151552,0.664140881556309,0.25733084942639,15.6143244701721,0.00136027271901514,0.00414195400958543
"rnd-4_family-377#LTR/Pao",272.725746022585,0.979750833268355,0.300445694692855,15.5379908037699,0.00141011059972357,0.00428408040947408
"rnd-5_family-299#LINE/CR1",12.5072674100417,-2.51418703633896,1.19592996661064,15.5325515820493,0.00141373023728944,0.00428546861639191
"rnd-1_family-333#LTR/Gypsy",15271.3113320651,0.788594721391919,0.366947245767992,15.4232126353033,0.00148847971996684,0.00450198665302471
"rnd-1_family-45#Unknown",1018.96643232666,-0.480909132245026,0.330596059929408,15.3972173401191,0.00150682085246749,0.00454731014497428
"rnd-6_family-611#Unknown",490.564974452555,-0.981740662016262,0.388026402145396,15.2980955054492,0.00157883828774816,0.00475405751088614
"rnd-5_family-523#Unknown",295.045034632551,-0.652123947842469,0.312040290363728,15.291566315607,0.00158370024947672,0.00475550790806281
"rnd-6_family-388#Unknown",1124.88326963469,0.770063261773694,0.314730522326405,15.2880307998618,0.00158633916933165,0.00475550790806281
"rnd-4_family-408#LINE/CR1",240.279297853292,-0.866936735051938,0.34147856635097,15.2819913015753,0.00159085716668185,0.00475852419614549
"rnd-6_family-2113#LINE/RTE-BovB",362.076639683902,0.509258884673821,0.287405999045243,15.2242336878817,0.00163471430572514,0.0048789380710519
"rnd-1_family-430#LINE/Rex-Babar",7.21011344168615,6.45452290370653,1.92135613076757,15.2188674826418,0.00163884943596355,0.00488052963896837
"rnd-1_family-24#Unknown",6301.57348197963,0.0284823124068998,0.382868296927519,15.2025481519715,0.00165148879137056,0.00490738445681384
"rnd-1_family-241#Unknown",3775.9190743711,-0.92757245274982,0.419441705595654,15.1745355076277,0.00167341054682293,0.00496164396268068
"rnd-1_family-630#LTR/Gypsy",142.139427447927,-1.35314034006358,0.397610434783522,15.1492797991518,0.00169342218413443,0.00501001541376016
"rnd-1_family-235#Unknown",112.956237554838,-0.648563520195953,0.403933300759129,15.1426420986328,0.00169872092494801,0.00501474259979205
"rnd-5_family-109#LINE/CR1",49.1623113666415,-1.09435971704512,0.511322514173172,15.082017050867,0.00174788428421323,0.00514865914154116
"rnd-1_family-402#Unknown",15.617075113866,1.71528812849817,0.993979633530975,14.9917267282868,0.00182373271293585,0.00536042912370516
"rnd-1_family-424#LINE/Penelope",476.991358491703,1.42177506459144,0.368484631206883,14.9618738187885,0.00184952197212165,0.00542446379269445
"rnd-5_family-297#Unknown",5.4000447269529,4.91961078541682,1.95442347348911,14.9083488037822,0.00189667005602892,0.00555072986159651
"rnd-1_family-828#LTR/Pao",5.52727490930589,-4.53584971580846,2.07066801169943,14.7980994639031,0.00199757376361093,0.00583343200364829
"rnd-5_family-25#LINE/CR1",23.8556173140921,1.42782514612856,0.662737448300531,14.6253976517229,0.00216643868986776,0.00631295575219531
"rnd-6_family-106#Unknown",70.1957835714881,-1.67193770173783,0.501181142210929,14.5752370178799,0.00221808572231544,0.00644958402089575
"rnd-1_family-803#LINE/CR1",8.18339350881233,-3.27159562419788,1.51443260319907,14.5613437140072,0.00223260538696325,0.00647790213990409
"rnd-1_family-9#LTR/Pao",668.326802645329,-0.772403029427519,0.274150098400612,14.5441798323692,0.00225067327384259,0.00651637240610407
"rnd-1_family-165#LINE/CR1",1094.36940880741,-0.33701426419294,0.34195359871613,14.5362384145061,0.00225908194543966,0.00651966545740926
"rnd-1_family-13#DNA/CMC-EnSpm",7164.2284510894,0.73779388006837,0.395667684109295,14.5340225165814,0.00226143377489473,0.00651966545740926
"rnd-1_family-867#Unknown",719.171801736997,0.242261144309233,0.364345999869073,14.5240948391488,0.00227200029148596,0.0065362216453577
"rnd-1_family-704#LINE/CR1",8.68398105660261,3.19316551365554,1.23112760722436,14.5045625967879,0.00229293253084167,0.00658246521036114
"rnd-1_family-105#LTR/Pao",1618.4101076895,-0.968855628530453,0.375713700732547,14.4933685658326,0.00230501498600407,0.00660316132354232
"rnd-1_family-602#LTR/Gypsy",99.2839676063706,-0.861880592754239,0.449064571861686,14.4788645888616,0.002320764012881,0.00663425155580961
"rnd-4_family-929#LINE/CR1",26.494744974794,0.688712954320961,0.642667452684995,14.4613619379637,0.0023399112395221,0.00667490469379462
"rnd-1_family-747#LINE/CR1",13.5120417159739,-1.85204292929493,1.11139362665185,14.4411849845533,0.00236217846640991,0.00671797132253295
"rnd-5_family-544#DNA/TcMar-Tc2",28.5150028545809,-2.10014687870348,0.673588358894139,14.4387100498416,0.0023649242220282,0.00671797132253295
"rnd-2_family-194#Unknown",155.094392474167,-1.03470630715222,0.403954706398213,14.415420956638,0.00239091721439555,0.00677760005335978
"rnd-1_family-701#Unknown",93.9322344350223,0.96535689061259,0.398973298001288,14.3564361084307,0.00245802428282439,0.0069532837228122
"rnd-4_family-23#LINE",194.605063729915,0.961698279512931,0.34640978913408,14.2904603344211,0.00253529909083806,0.00715693805851162
"rnd-1_family-5#LTR/Pao",2843.12019036467,0.699409988533921,0.258974271211108,14.2770577898327,0.00255128879426435,0.00718671863511519
"rnd-5_family-216#LINE/RTE-BovB",2680.64093437439,0.50198106244205,0.305846668071949,14.2727441332485,0.00255645637057234,0.00718671863511519
"rnd-1_family-400#Simple_repeat",24.9485404520522,-2.02211243640071,0.694196247943011,14.2660598028571,0.0025644844149637,0.00719436103990851
"rnd-1_family-111#LINE/Penelope",3789.8564688577,0.988321204339042,0.335491695638092,14.2459955451888,0.00258873246991476,0.00724089816911236
"rnd-6_family-42#SINE/tRNA",304.72858522346,1.09808523444741,0.339361555043185,14.2435029891495,0.00259176059927638,0.00724089816911236
"rnd-1_family-552#LINE/CR1",9.22455720847896,-4.33810294868699,1.41158858377059,14.2330500221174,0.00260449786828515,0.00726151154635058
"rnd-1_family-932#Unknown",155.0129476296,-0.125730776166846,0.454970359405953,14.17525869692,0.00267604634437915,0.00744567309370381
"rnd-6_family-54#LTR/Gypsy",2012.71268353813,-0.093976211599568,0.327101037214323,14.0862612438895,0.00279005700017632,0.00774698203942401
"rnd-5_family-2170#Unknown",1667.25904240427,-0.63643535124865,0.519433578959375,14.0537650801864,0.00283287525350567,0.0078497872566466
"rnd-5_family-57#LTR/Pao",715.554510301786,-0.0473359766968318,0.424945296662695,14.0047818469083,0.0028986510826687,0.00801565758574711
"rnd-4_family-346#LINE/CR1",38.2948536522381,-1.98417620464038,0.565263641407009,13.9414438106429,0.00298595099401878,0.00824025172483799
"rnd-1_family-192#SINE/tRNA",469.774305684203,1.05333018433217,0.335711171705634,13.9318371021612,0.00299941769007418,0.00826059140254169
"rnd-4_family-358#Satellite",26.5244709096574,-2.06063457143741,0.697716855915105,13.8768303242077,0.00307769309250948,0.00845897391551795
"rnd-4_family-130#Unknown",97.9007929982903,-1.37400431675345,0.51884356494948,13.8117920686368,0.00317285801954097,0.00870287979044132
"rnd-1_family-313#LINE/CR1",605.127827978829,0.487824990750268,0.277333092078228,13.805274858511,0.00318255330918213,0.00871183784634704
"rnd-1_family-174#LINE/RTE-BovB",39.1787217662221,-0.259934613312738,0.573751621566276,13.7700669199586,0.00323543997517073,0.00883875235152489
"rnd-5_family-673#LTR/Gypsy",28.9571625275803,-1.58484703133623,0.775298323475692,13.7296541612442,0.00329721880886551,0.00898939936823493
"rnd-1_family-163#LINE/Penelope",893.179348348159,-0.878022598985261,0.359117943258853,13.671064457548,0.0033888651860102,0.00922070748402375
"rnd-5_family-408#DNA/CMC-EnSpm",14.9242692615112,0.821641321381366,0.848789850997996,13.6434508483193,0.00343292900143896,0.00932188135661279
"rnd-2_family-84#Unknown",60.2400687377821,1.52938329938355,0.464421426197311,13.6196855818049,0.00347130594682805,0.00940723911590402
"rnd-1_family-272#LINE/Rex-Babar",589.110555413492,0.861997488017346,0.285486406585857,13.5995402921042,0.00350416977312759,0.009477345394387
"rnd-1_family-905#LTR/Gypsy",5.10047255094605,3.76867961494139,1.6598031999564,13.5350599370361,0.00361144473011953,0.00974802312611945
"rnd-6_family-3053#LTR/Gypsy",6.44817078999639,-3.75200597887,1.45307416966074,13.5260177907847,0.00362674574613959,0.00976986180123091
"rnd-4_family-86#LINE/CR1",55.0758356460061,-1.59380654099251,0.528017485324878,13.4720800480041,0.00371936138568212,0.00999947356666522
"rnd-1_family-479#DNA/MULE-MuDR",64.20848842855,0.737738059180265,0.468038606382055,13.4033842710917,0.00384071555043161,0.0103052862788808
"rnd-1_family-80#Unknown",16669.0173508657,0.18360542683355,0.352787716799801,13.3480656136834,0.00394128134541786,0.0105542217846664
"rnd-1_family-649#DNA/TcMar-Tc1",78.0154723901234,-0.130868116776219,0.450412215520968,13.309665522061,0.00401261889205876,0.0106901492967357
"rnd-4_family-728#Unknown",8.94253842146352,1.21150389072146,1.47707318428788,13.3086784046711,0.00401446945738028,0.0106901492967357
"rnd-1_family-380#Unknown",2484.93748387843,-1.36149302568612,0.394362457138138,13.3080173503526,0.0040157092192166,0.0106901492967357
"rnd-6_family-1725#Unknown",93.8967075582237,-1.43459355123265,0.601744566620075,13.2820121524118,0.004064782088465,0.0107995680977845
"rnd-1_family-53#Unknown",4344.93760064179,0.464787801800881,0.31492163220331,13.2527532773039,0.00412070477609855,0.0109267220579521
"rnd-5_family-977#SINE?",35.8014835596771,1.9296577400077,0.612364900896769,13.223538730113,0.00417730252840961,0.011055165871084
"rnd-1_family-711#LTR/Gypsy",265.107204223058,-0.620248865315427,0.324652245087522,13.2104028345336,0.00420300102027309,0.0111014939229436
"rnd-5_family-400#Unknown",18.2006621691876,-0.721180326573309,0.818099724588779,13.2010885263665,0.00422131788865028,0.011128182371831
"rnd-1_family-457#LINE/CR1",46.5631955040272,-1.01343592673416,0.580292527610323,13.1857624325289,0.00425162923898991,0.0111863254734589
"rnd-1_family-746#Unknown",44.3223198698776,-1.74291303957809,0.575138485327955,13.1589974248447,0.00430508153123772,0.0113031295725368
"rnd-1_family-405#Unknown",2090.56060187985,-0.9030670789908,0.365189042166293,13.1552059793972,0.00431270700295317,0.0113031295725368
"rnd-6_family-717#LINE/RTE-BovB",70.5317179807161,-0.867991510694775,0.46658606713874,13.1412797249273,0.0043408308243409,0.0113548759980346
"rnd-1_family-668#DNA/CMC-EnSpm",4088.21206229737,0.905788886574879,0.293745421905686,13.1031597901094,0.00441874519851344,0.0115364156916873
"rnd-1_family-64#LINE/RTE-BovB",4668.39414988526,0.853637971336617,0.250712007590091,13.0949239163412,0.00443575968996426,0.0115585661151953
"rnd-1_family-835#LINE/Penelope",367.344565112358,-0.794566552679335,0.278955156795763,13.0811509270275,0.00446435830796565,0.0116107591310815
"rnd-6_family-261#Unknown",42.3736750035772,-1.96325747727047,0.538078453454972,12.9738261650046,0.00469355110084824,0.0121834516123551
"rnd-5_family-434#LINE/Rex-Babar",869.033825765352,0.844787178725103,0.286782586185415,12.9578565046343,0.00472863520516553,0.0122510529694059
"rnd-5_family-2741#Unknown",17.7816376813379,-1.90494958497108,0.859031184216884,12.8997200476898,0.00485856228226765,0.012563648649757
"rnd-1_family-107#Unknown",5685.63344589236,0.576457400598048,0.34504624539245,12.8729943673648,0.00491946963373834,0.0126969168642199
"rnd-1_family-219#Unknown",263.109689331212,0.778725078931128,0.354627170586234,12.7225535415707,0.00527668278918364,0.013592975626129
"rnd-1_family-23#Unknown",2792.40622708568,0.579389898682168,0.323414092536449,12.7169592849722,0.00529044955591374,0.0136025790289623
"rnd-1_family-54#Unknown",3563.45705217057,-0.409486380911973,0.37027614033024,12.6571606528161,0.00543984428335433,0.0139602064468658
"rnd-1_family-640#DNA/TcMar-Tc1",87.1799257761819,1.13219697766505,0.462558580770482,12.6374294966712,0.00549004820760151,0.014062410815312
"rnd-1_family-332#Unknown",49.4951899531453,-0.513823867597378,0.795111267158767,12.5965189372273,0.00559560550816721,0.0143057461576728
"rnd-1_family-102#Unknown",211.24959148967,-0.987557468429279,0.516811074838869,12.4854392318996,0.00589244252660132,0.0150362704774855
"rnd-1_family-502#LINE/CR1-Zenon",533.958227808776,1.39103703190882,0.389874460426059,12.4589879932693,0.0059653922605513,0.0151938092350508
"rnd-4_family-809#LTR/Gypsy",14.1013110334985,0.665737260503987,1.04834281476961,12.4371867630248,0.00602618844766947,0.0153198599373211
"rnd-5_family-98#LTR/Gypsy",302.20027478166,0.668328846061963,0.302816142822224,12.4304167169114,0.00604519214443848,0.0153393920518991
"rnd-1_family-581#LINE/CR1",72.6960909916685,1.2009870034163,0.446794061364523,12.3816536982702,0.00618383254020788,0.0156618562466947
"rnd-1_family-673#Unknown",13.7890342590536,-3.23445235462871,0.933993899294413,12.3754766012655,0.00620161773045219,0.0156775970611245
"rnd-4_family-85#LINE/CR1",35.980378228372,0.566886201907156,0.606975452665996,12.3257287682632,0.0063467080113208,0.0159786960228818
"rnd-1_family-517#Unknown",35.1120877723076,1.40213267490691,0.577933808907745,12.3236903587689,0.00635272408552782,0.0159786960228818
"rnd-1_family-232#LINE/Penelope",921.392668302271,-0.935150669291512,0.305868311243619,12.3225469290163,0.00635610122238619,0.0159786960228818
"rnd-6_family-1706#Unknown",38.9114740609581,-0.268962189458811,0.574237545338929,12.2109848558153,0.00669427821775554,0.0167976796019607
"rnd-1_family-785#Unknown",10.4884890565757,3.12690482977873,1.22487049937696,12.1963062415734,0.00674007687694049,0.0168516536452335
"rnd-6_family-908#Unknown",8.79026398073213,-4.12812015770014,1.62794270811782,12.1961195192587,0.00674066145809341,0.0168516536452335
"rnd-6_family-1029#Unknown",39.4747428600094,-1.47206420565768,0.769366808113331,12.1229365576824,0.00697368002150094,0.0174020928713329
"rnd-1_family-27#LINE/RTE-BovB",7382.49731173913,-0.0525537021308483,0.27227723197478,12.1114190036108,0.00701107039809181,0.017463236009953
"rnd-1_family-766#LINE/Penelope",7.28987026004652,-4.57885664647303,1.45651889697498,11.9711405261896,0.0074826775394721,0.0185955177039913
"rnd-5_family-1341#Unknown",170.147087991506,-0.2682420645346,0.40809757891767,11.9681395638801,0.00749310159880386,0.0185955177039913
"rnd-6_family-233#DNA/TcMar-Tc2",6.11307715750545,-5.9612375433596,1.86302353525476,11.9532914964082,0.00754488886973746,0.0186898069807939
"rnd-1_family-682#Unknown",105.425587995805,0.265942540034815,0.366360210200401,11.9391417733978,0.00759456937029027,0.0187785428772688
"rnd-1_family-403#Unknown",275.263766375579,0.27711787545941,0.290300773782536,11.9040134222825,0.00771930818681009,0.0190522087306515
"rnd-5_family-519#LINE/CR1",64.8113079814544,1.55109632875255,0.525560122952069,11.847257649544,0.00792513363078259,0.0195246473994735
"rnd-1_family-230#LINE/CR1",267.469898385443,-1.11258216501824,0.353322766559513,11.7564033205418,0.00826595451198363,0.0203273473026095
"rnd-5_family-899#Unknown",75.9744446944312,-0.92224866310639,0.512277705009969,11.7060042909587,0.00846121503083925,0.0207698303746145
"rnd-1_family-942#Unknown",70.0907321247938,-1.40839665835499,0.416277739301473,11.6964000118108,0.00849893806885159,0.0208247035864266
"rnd-1_family-535#LINE/RTE-BovB",23.1452744069617,-1.10162934748931,0.766843746791989,11.6911578121464,0.0085195980222959,0.0208376449823302
"rnd-5_family-470#Unknown",331.806565897331,-0.0220911039360116,0.30790710244663,11.633599068847,0.00874972839455973,0.021361949503835
"rnd-1_family-486#Unknown",124.863347814148,-0.45722941103609,0.418910913732754,11.6093446293925,0.00884852988838703,0.021564312947418
"rnd-1_family-108#Unknown",1897.1684713354,0.140740180536801,0.335023015736477,11.5467810495321,0.00910849778671522,0.0221580152621169
"rnd-1_family-154#LTR/Gypsy",1399.12009938391,0.356842140822578,0.344911507600573,11.4095395619699,0.00970546502300335,0.0235679302977949
"rnd-1_family-639#LINE/RTE-BovB",27.6427931446482,-1.57187771090049,0.63362605258996,11.4048653405314,0.00972646246861305,0.0235766666278545
"rnd-4_family-47#LINE/Penelope",47.4835403134775,0.0392108678596153,0.609912294133847,11.3591923298128,0.00993400690473973,0.0240367488498613
"rnd-1_family-467#LINE/Penelope",4.98350562936325,-0.809913289734783,1.93694232063052,11.3547453509643,0.00995444648487925,0.0240432709215889
"rnd-1_family-43#LINE/RTE-BovB",279.548770028594,0.0472899176612338,0.34873186123162,11.2317284720127,0.0105366094194638,0.0254041027818032
"rnd-6_family-56#Unknown",10.8979173734654,3.50368143015071,1.25619529101214,11.2129002290098,0.0106286263585142,0.0255804417687153
"rnd-6_family-220#Unknown",55.1497267915624,1.72952207352568,0.527620302701259,11.1751837510202,0.0108153436606551,0.0259836713833116
"rnd-2_family-15#SINE/tRNA",429.465408617021,0.639707055225495,0.273869351394323,11.1604484852794,0.0108891667994571,0.0261147274571051
"rnd-6_family-324#LINE/RTE-BovB",756.978036217818,-0.218580815347518,0.300037245458791,11.1273117609709,0.011057000461159,0.0264703809626686
"rnd-1_family-816#Unknown",21.5216393778321,-1.44754985886413,0.775532458152358,11.0766872034291,0.0113183445986557,0.0270482485558703
"rnd-1_family-961#DNA/CMC-EnSpm",2109.42517772828,0.324509457297214,0.988871908079214,10.9961312074887,0.0117468140082331,0.028022769333021
