"","PC2"
"rnd-5_family-1410#LINE/CR1",0.00357540592768987
"rnd-4_family-489#LINE/CR1",0.00356515475683549
"rnd-1_family-359#LINE",0.00355637562918524
"rnd-5_family-11#LINE/CR1",0.00355002899172671
"rnd-1_family-940#Unknown",0.00354474383549783
"rnd-1_family-320#Unknown",0.00352095869422863
"rnd-1_family-386#LINE/Penelope",0.00350111390165432
"rnd-1_family-907#Unknown",0.00347959751673651
"rnd-4_family-133#LTR/Gypsy",0.00347825715315953
"rnd-1_family-22#LINE/CR1",0.00347147295752179
"rnd-1_family-284#Unknown",0.00346936953675058
"rnd-6_family-908#Unknown",0.00346922226194424
"rnd-1_family-500#Unknown",0.00345744071052293
"rnd-1_family-828#LTR/Pao",0.00344255972635515
"rnd-1_family-784#Unknown",0.00343478014582204
"rnd-1_family-343#LINE/CR1",0.00342826973234603
"rnd-1_family-52#LINE/L2",0.00340509128205077
"rnd-5_family-542#DNA/TcMar-Pogo",0.00339525542593869
"rnd-1_family-37#LINE/CR1",0.00338858193893901
"rnd-1_family-46#DNA/CMC-EnSpm",0.00337535335251499
"rnd-6_family-610#Unknown",0.00334914634544313
"rnd-5_family-258#LTR/Gypsy",0.00334475306532789
"rnd-4_family-1297#Unknown",0.00333099022290525
"rnd-5_family-297#Unknown",0.00331900977644006
"rnd-1_family-397#LINE/CR1",0.0033110062937887
"rnd-1_family-118#LINE/Penelope",0.0032843297547884
"rnd-1_family-327#LINE/CR1",0.00325410461866404
"rnd-1_family-69#LINE/CR1",0.00325336761217978
"rnd-5_family-125#Unknown",0.00325320111057642
"rnd-1_family-142#Unknown",0.00320096000960752
"rnd-1_family-466#Unknown",0.00317202617375219
"rnd-5_family-240#LTR/Gypsy",0.00316698376122819
"rnd-1_family-803#LINE/CR1",0.00314487945838805
"rnd-5_family-2138#Unknown",0.00309690971216661
"rnd-1_family-600#DNA/CMC-EnSpm",0.00307533940329542
"rnd-1_family-159#Unknown",0.00301526804183028
"rnd-1_family-48#DNA/CMC-EnSpm",0.00300434698220839
"rnd-1_family-689#Unknown",0.00299578711452938
"rnd-5_family-1702#Unknown",0.00297944484402839
"rnd-4_family-47#LINE/Penelope",0.00297668421801068
"rnd-4_family-98#DNA/TcMar-Tc2",0.00296821245710279
"rnd-1_family-77#LINE/CR1",0.00294639250236252
"rnd-1_family-65#Unknown",0.00293914102654534
"rnd-1_family-308#DNA/CMC-EnSpm",0.00293777610718323
"rnd-5_family-148#LTR/Gypsy",0.00293249557993348
"rnd-1_family-373#LINE/CR1",0.00292583539547991
"rnd-1_family-444#LINE/CR1",0.00291091950723925
"rnd-1_family-384#Unknown",0.0028784430947398
"rnd-1_family-609#Unknown",0.00287716251157357
"rnd-1_family-71#LINE/CR1",0.00287290984426379
"rnd-1_family-565#LTR/Gypsy",0.00286557408081538
"rnd-1_family-816#Unknown",0.00285389240146191
"rnd-1_family-841#Unknown",0.00285298461112295
"rnd-1_family-176#DNA/MULE-MuDR",0.00285225249535554
"rnd-5_family-23#LINE/Penelope",0.00284919605888775
"rnd-1_family-379#Unknown",0.00284493880664864
"rnd-1_family-8#LINE/CR1",0.00283679271494994
"rnd-5_family-2507#LTR/Pao",0.00282891592335145
"rnd-1_family-314#LINE/CR1",0.00282488660694931
"rnd-1_family-58#LINE/CR1",0.00281517868693382
"rnd-1_family-221#LINE/CR1",0.00277563448290742
"rnd-4_family-345#LINE/CR1",0.00276998411804351
"rnd-1_family-312#LINE/CR1",0.00275638971116682
"rnd-1_family-101#Unknown",0.00275013823196678
"rnd-5_family-455#DNA/CMC-EnSpm",0.00274469229795131
"rnd-5_family-337#Unknown",0.00269179797631359
"rnd-5_family-40#LTR/Pao",0.00268684059327648
"rnd-5_family-4380#Unknown",0.00267934625694633
"rnd-5_family-387#LINE/CR1",0.00267884382985073
"rnd-1_family-586#Unknown",0.00266030242560881
"rnd-1_family-296#LINE/Penelope",0.00263356738614887
"rnd-1_family-340#RC/Helitron",0.00261610106115056
"rnd-1_family-886#Unknown",0.00261539328325942
"rnd-5_family-1084#DNA/CMC-EnSpm",0.00260604628018229
"rnd-6_family-509#LINE/CR1",0.00260558234661742
"rnd-1_family-289#Unknown",0.0025862030192904
"rnd-4_family-45#LTR/Gypsy",0.00257952058529496
"rnd-6_family-834#DNA/TcMar-ISRm11",0.00257748267975592
"rnd-6_family-3029#Unknown",0.00256030907671431
"rnd-1_family-171#Unknown",0.00254978987616113
"rnd-1_family-402#Unknown",0.00254184908407814
"rnd-1_family-298#Unknown",0.00253787431039787
"rnd-1_family-89#LINE/CR1",0.00249937996357104
"rnd-5_family-160#LTR/Gypsy",0.00249910324211512
"rnd-4_family-809#LTR/Gypsy",0.00249416374138943
"rnd-5_family-62#Unknown",0.0024597541304701
"rnd-5_family-902#Unknown",0.00245635208856379
"rnd-1_family-341#LINE/CR1",0.00244829737370096
"rnd-1_family-243#LINE/CR1",0.00244373153973541
"rnd-1_family-102#Unknown",0.0024372603966437
"rnd-5_family-1919#Unknown",0.00242061641382882
"rnd-1_family-319#LINE/CR1",0.00241623449039316
"rnd-5_family-1362#Unknown",0.00239339671091443
"rnd-1_family-265#DNA/CMC-EnSpm",0.00238386915062124
"rnd-6_family-2673#LTR/Gypsy",0.0023780954640161
"rnd-1_family-936#Unknown",0.00234668147087556
"rnd-1_family-255#Unknown",0.00234567306423619
"rnd-6_family-155#LTR/Pao",0.00233272371750793
"rnd-1_family-266#Unknown",0.00233211433339346
"rnd-1_family-122#Unknown",0.00230973271900138
"rnd-5_family-317#Unknown",0.00228653146089718
"rnd-1_family-785#Unknown",0.00225104917561386
"rnd-6_family-3053#LTR/Gypsy",0.00224217723977815
"rnd-1_family-850#DNA/CMC-EnSpm",0.00223866903417589
"rnd-5_family-743#LINE/CR1",0.00221599955368862
"rnd-1_family-160#Unknown",0.0022142865312106
"rnd-5_family-2170#Unknown",0.0022103444281846
"rnd-5_family-1666#Unknown",0.0021994930216951
"rnd-1_family-613#LINE/CR1",0.00218443951346866
"rnd-6_family-1136#Unknown",0.00218238636857754
"rnd-5_family-1446#Unknown",0.00216513454056342
"rnd-1_family-180#Unknown",0.00215649461468668
"rnd-1_family-651#Unknown",0.00214736569746455
"rnd-1_family-223#LINE/CR1",0.00214093364587755
"rnd-1_family-909#Unknown",0.00213906429695553
"rnd-1_family-494#Unknown",0.00213769594194954
"rnd-4_family-880#LINE/CR1",0.00213679109575475
"rnd-1_family-467#LINE/Penelope",0.00211753268366454
"rnd-1_family-694#DNA/CMC-EnSpm",0.00211122826645369
"rnd-4_family-248#SINE?",0.00210825960046654
"rnd-1_family-476#Unknown",0.00210819428532167
"rnd-5_family-687#LTR/Gypsy",0.00210644240393191
"rnd-1_family-495#Unknown",0.00209736842174637
"rnd-1_family-487#Unknown",0.00206223425542841
"rnd-1_family-535#LINE/RTE-BovB",0.00206126379219158
"rnd-1_family-18#LINE/CR1",0.00205976733347682
"rnd-6_family-899#Unknown",0.00205870069536314
"rnd-5_family-1210#LINE/Penelope",0.00204419012425149
"rnd-6_family-2447#Unknown",0.00203922039216517
"rnd-1_family-370#LINE/CR1",0.00203633656425941
"rnd-1_family-869#LINE/Penelope",0.00203402441029143
"rnd-1_family-351#LINE/CR1",0.00201025667661916
"rnd-1_family-393#LINE/CR1",0.00200914556163109
"rnd-4_family-929#LINE/CR1",0.00198360005340274
"rnd-5_family-25#LINE/CR1",0.00197035177327722
"rnd-6_family-61#Unknown",0.00195547048143043
"rnd-1_family-857#LTR/Gypsy",0.00194857231021664
"rnd-1_family-294#LINE/CR1",0.00193378255645308
"rnd-4_family-418#LTR/Gypsy",0.00190137983594537
"rnd-1_family-428#Unknown",0.00185192497807061
"rnd-5_family-1081#LTR/Gypsy",0.00183334992259675
"rnd-6_family-1029#Unknown",0.00182129309149547
"rnd-1_family-214#Unknown",0.0018197027028877
"rnd-1_family-400#Simple_repeat",0.00181812994493535
"rnd-4_family-358#Satellite",0.00181563411981656
"rnd-4_family-843#LINE/CR1",0.001790882448387
"rnd-4_family-327#Unknown",0.00177391704642368
"rnd-1_family-572#LINE/CR1",0.00175108315118929
"rnd-6_family-462#Unknown",0.00174883718589397
"rnd-1_family-552#LINE/CR1",0.00174196190541715
"rnd-1_family-719#LTR/Gypsy",0.00173613272356588
"rnd-1_family-202#LTR/Pao",0.00172468530467066
"rnd-1_family-746#Unknown",0.00172358406674825
"rnd-1_family-377#Unknown",0.00171889770914624
"rnd-1_family-300#Unknown",0.00170951088524692
"rnd-5_family-977#SINE?",0.00169751120190152
"rnd-1_family-589#Unknown",0.00167744467265965
"rnd-1_family-597#LTR/Gypsy",0.00167691154045504
"rnd-1_family-170#LINE/CR1",0.00167661207236083
"rnd-1_family-155#Unknown",0.0016720150444527
"rnd-1_family-732#Unknown",0.00166534263742722
"rnd-1_family-757#Unknown",0.00166120460781594
"rnd-1_family-763#Unknown",0.00166086459250132
"rnd-1_family-943#Unknown",0.0016536107386362
"rnd-5_family-2143#LTR/Pao",0.00165254862142003
"rnd-6_family-1275#Unknown",0.00164961172240125
"rnd-4_family-1198#Unknown",0.0016372959631424
"rnd-5_family-300#LINE/CR1",0.00163203814491611
"rnd-5_family-2741#Unknown",0.001625534398364
"rnd-1_family-864#Unknown",0.00162006939764591
"rnd-5_family-246#LTR/Pao",0.00160968428711008
"rnd-1_family-361#LINE/RTE-BovB",0.00160784088266614
"rnd-1_family-893#Unknown",0.0016055911390093
"rnd-1_family-233#LINE/CR1",0.00160535377840271
"rnd-5_family-299#LINE/CR1",0.00159630868533833
"rnd-1_family-823#LTR/Gypsy",0.00158948023561474
"rnd-1_family-236#LTR/Gypsy",0.001587873520784
"rnd-5_family-481#LTR/Gypsy",0.00157592421588192
"rnd-1_family-457#LINE/CR1",0.00156051089108386
"rnd-6_family-56#Unknown",0.00155049131004724
"rnd-1_family-39#LINE/CR1",0.00153807437676788
"rnd-1_family-253#LINE/CR1",0.00153215304926268
"rnd-5_family-747#Unknown",0.00153171514783753
"rnd-1_family-709#Unknown",0.00152355620951691
"rnd-5_family-292#Unknown",0.00151110130063364
"rnd-1_family-889#Unknown",0.00150662261564793
"rnd-1_family-653#LTR/Gypsy",0.00150354865625588
"rnd-1_family-644#Unknown",0.00149588511555003
"rnd-1_family-17#LINE/CR1",0.00148421663769337
"rnd-3_family-15#SINE/tRNA",0.00148416694381159
"rnd-1_family-288#LTR/Gypsy",0.00146654421006722
"rnd-5_family-953#LTR/Gypsy",0.00144539547965759
"rnd-4_family-596#Unknown",0.00142665275936596
"rnd-1_family-923#Unknown",0.00142518778280357
"rnd-1_family-197#LINE/CR1",0.00142402964129689
"rnd-1_family-394#Unknown",0.00142342687183601
"rnd-6_family-231#LTR/Gypsy",0.00142232308121161
"rnd-1_family-715#Unknown",0.00141559672297117
"rnd-1_family-97#Unknown",0.00140654251609876
"rnd-1_family-959#Unknown",0.00139336572699239
"rnd-1_family-760#LTR/Gypsy",0.00138207623576948
"rnd-1_family-132#LTR/Gypsy",0.00135930118257077
"rnd-1_family-423#LINE/CR1",0.00134755862797528
"rnd-5_family-429#Unknown",0.00134018298234549
"rnd-5_family-1338#LTR/Gypsy",0.00133487768505385
"rnd-6_family-235#Unknown",0.00131904847324181
"rnd-4_family-660#LINE/CR1",0.0013025407716569
"rnd-6_family-1233#Unknown",0.00129330098793085
"rnd-4_family-103#LTR/Gypsy",0.00129297372614899
"rnd-4_family-356#LTR/Gypsy",0.00128977546452099
"rnd-1_family-388#LINE/CR1",0.00128741554571427
"rnd-1_family-910#Unknown",0.00128684924073259
"rnd-1_family-941#Unknown",0.00128585469924291
"rnd-5_family-805#DNA/CMC-EnSpm",0.00128063395960987
"rnd-5_family-408#DNA/CMC-EnSpm",0.00127598040571118
"rnd-2_family-119#LINE/Penelope",0.00127323972636694
"rnd-1_family-528#Unknown",0.00126273871802744
"rnd-1_family-191#DNA/CMC-EnSpm",0.0012500710067551
"rnd-4_family-549#Unknown",0.0012452664525543
"rnd-4_family-111#LTR/Gypsy",0.00123168642973524
"rnd-1_family-522#Unknown",0.00122363340712883
"rnd-1_family-375#LTR/Gypsy",0.00122331692245206
"rnd-1_family-196#LTR/Gypsy",0.00120041498033004
"rnd-5_family-184#LINE/Penelope",0.0011985849759489
"rnd-1_family-618#Unknown",0.00118680343481535
"rnd-5_family-195#LTR/Pao",0.00117618166718044
"rnd-1_family-431#LINE/Rex-Babar",0.00116640124074778
"rnd-1_family-742#Unknown",0.00116059289190924
"rnd-5_family-175#Unknown",0.00115695588334855
"rnd-1_family-590#Unknown",0.00115514670289631
"rnd-5_family-547#LTR/Gypsy",0.00115153262813875
"rnd-1_family-208#LTR/Gypsy",0.00115147541629029
"rnd-1_family-827#Unknown",0.00114271224499218
"rnd-5_family-400#Unknown",0.00112944504878795
"rnd-1_family-345#LINE/Penelope",0.0011287043187993
"rnd-6_family-247#Unknown",0.00111780478173127
"rnd-1_family-483#Unknown",0.00111357168140263
"rnd-5_family-291#LTR/Gypsy",0.00110648110107422
"rnd-5_family-188#Unknown",0.00110268853209455
"rnd-5_family-48#LTR/Pao",0.00110234597253312
"rnd-1_family-371#Unknown",0.00110114865929059
"rnd-1_family-739#Unknown",0.00108482174990902
"rnd-5_family-357#LINE/CR1",0.00108414460191292
"rnd-1_family-493#Unknown",0.00107928954807495
"rnd-1_family-891#Unknown",0.00107442446223215
"rnd-3_family-368#LTR/Pao",0.00107275917636679
"rnd-1_family-963#Unknown",0.00107040634546733
"rnd-5_family-140#Unknown",0.00106980213116
"rnd-1_family-398#Unknown",0.00106895667614161
"rnd-1_family-754#LTR/Gypsy",0.00106658804040954
"rnd-1_family-281#LINE/CR1",0.00104605925956885
"rnd-5_family-183#Unknown",0.00104598265244895
"rnd-1_family-511#LINE/CR1",0.00103973038991582
"rnd-1_family-771#Unknown",0.00102085677110686
"rnd-5_family-2636#Unknown",0.00101973331025707
"rnd-5_family-443#Unknown",0.00100757166224647
"rnd-5_family-321#Unknown",0.000989184531934711
"rnd-5_family-1014#Unknown",0.000982017106329161
"rnd-1_family-931#Unknown",0.000943964410154818
"rnd-5_family-1849#buffer",0.000929056645189532
"rnd-6_family-1332#Unknown",0.000922048396011717
"rnd-1_family-954#LINE/Penelope",0.000914495081557282
"rnd-1_family-650#Unknown",0.000913609223887997
"rnd-1_family-813#Unknown",0.000909685869655626
"rnd-3_family-509#LTR/Gypsy",0.000905630045983878
"rnd-1_family-905#LTR/Gypsy",0.000903372888531782
"rnd-1_family-185#Unknown",0.000901034481762775
"rnd-4_family-723#LINE/CR1",0.000898298127417835
"rnd-4_family-268#Unknown",0.000885197309301083
"rnd-1_family-194#Unknown",0.000878781799269622
"rnd-1_family-636#Unknown",0.000875714887498671
"rnd-5_family-336#DNA/TcMar-ISRm11",0.000852823786060517
"rnd-1_family-882#Unknown",0.000844803119314936
"rnd-1_family-367#LTR/Gypsy",0.000831141763600586
"rnd-6_family-583#DNA/TcMar-Tigger",0.000824652862723594
"rnd-5_family-102#Unknown",0.000819100339342047
"rnd-1_family-210#LTR/Gypsy",0.00081766786140646
"rnd-1_family-182#Unknown",0.000813343418761307
"rnd-1_family-614#LINE/Penelope",0.000809972998751067
"rnd-5_family-45#DNA/MuLE-NOF",0.00080834615663738
"rnd-5_family-657#Unknown",0.000807584828589415
"rnd-1_family-540#LINE/CR1",0.000803905927017313
"rnd-1_family-962#LINE/Penelope",0.000789748303023214
"rnd-1_family-731#LINE/Penelope",0.000781426966151186
"rnd-5_family-232#Unknown",0.000772833256287356
"rnd-5_family-1390#Unknown",0.000748360478069986
"rnd-5_family-189#LTR/Pao",0.000747640994486167
"rnd-1_family-531#LINE/CR1",0.00072412250723144
"rnd-4_family-1224#Unknown",0.000718842320876646
"rnd-6_family-1262#Unknown",0.000716317175783439
"rnd-1_family-761#LINE/Penelope",0.000711706072794219
"rnd-1_family-469#Unknown",0.000704853195507854
"rnd-1_family-895#Unknown",0.00070259822016014
"rnd-1_family-440#LTR/Pao",0.00069603783413829
"rnd-6_family-360#Unknown",0.000679970900896263
"rnd-5_family-673#LTR/Gypsy",0.00067097051400365
"rnd-6_family-233#DNA/TcMar-Tc2",0.000665363349683221
"rnd-5_family-97#LTR/Gypsy",0.00066478760630155
"rnd-6_family-377#LINE/CR1",0.000658397031940019
"rnd-4_family-379#LTR/Gypsy",0.000656902319723202
"rnd-1_family-246#LTR/Gypsy",0.000644212095295367
"rnd-1_family-395#LINE/Penelope",0.000628799700484392
"rnd-1_family-949#DNA/TcMar-Tc1",0.000621908232997811
"rnd-6_family-736#LTR/Gypsy",0.000612553152376343
"rnd-5_family-409#Unknown",0.000612391368984496
"rnd-1_family-568#Unknown",0.000610028718902889
"rnd-1_family-239#LINE/L1",0.000609770244163172
"rnd-1_family-451#LINE/CR1",0.00060291605914668
"rnd-6_family-538#Unknown",0.000584998802243063
"rnd-5_family-2838#Unknown",0.000562648978883832
"rnd-6_family-168#LINE/CR1",0.000559342065153379
"rnd-1_family-311#LTR/Gypsy",0.000553256049653507
"rnd-5_family-453#Unknown",0.000548751627468133
"rnd-1_family-374#LINE/CR1",0.000543123332541617
"rnd-1_family-945#Unknown",0.000535105449583015
"rnd-5_family-546#LTR/Gypsy",0.000521043645246523
"rnd-4_family-244#LINE/RTE-BovB",0.000513485364129832
"rnd-5_family-169#DNA/PIF-Spy",0.000510691624151488
"rnd-5_family-36#LTR/Gypsy",0.0005102802947944
"rnd-5_family-884#LTR/Gypsy",0.000506869382495689
"rnd-1_family-186#Unknown",0.00049877600219954
"rnd-1_family-355#LINE/CR1-Zenon",0.000492626807227898
"rnd-1_family-747#LINE/CR1",0.000488844660990762
"rnd-4_family-124#LINE/CR1-Zenon",0.000482934840998151
"rnd-1_family-357#DNA/CMC-EnSpm",0.000474377819379981
"rnd-5_family-96#Unknown",0.000473276192931193
"rnd-1_family-685#LTR/Gypsy",0.000473259902221506
"rnd-4_family-779#Unknown",0.000468508064465486
"rnd-1_family-151#Unknown",0.000465671619477579
"rnd-1_family-648#Unknown",0.000464728099776841
"rnd-5_family-846#LTR/Gypsy",0.000462444792360709
"rnd-4_family-86#LINE/CR1",0.000460791802817035
"rnd-4_family-728#Unknown",0.000456419324514611
"rnd-4_family-871#Unknown",0.000455067439259626
"rnd-5_family-1351#Unknown",0.000453702916630385
"rnd-1_family-382#LINE/Penelope",0.000451931999207426
"rnd-1_family-420#Unknown",0.000437433110585432
"rnd-5_family-1722#LINE/CR1-Zenon",0.0004316600749487
"rnd-1_family-789#Unknown",0.00042930334491162
"rnd-1_family-837#LTR/Gypsy",0.000423684823530943
"rnd-1_family-629#LINE/CR1",0.000418636667187838
"rnd-4_family-551#LTR/Gypsy",0.000409710933805832
"rnd-5_family-342#Unknown",0.000409577660391047
"rnd-6_family-209#Unknown",0.000405166789272513
"rnd-6_family-942#LTR/Pao",0.000401038085008807
"rnd-1_family-430#LINE/Rex-Babar",0.000392960399080439
"rnd-1_family-672#Unknown",0.000392871633826044
"rnd-1_family-554#LINE/Rex-Babar",0.000392578954738704
"rnd-4_family-1159#Unknown",0.000382143608463759
"rnd-1_family-49#LTR/Pao",0.000380224917400246
"rnd-1_family-809#DNA/TcMar-Tc1",0.000379981184936128
"rnd-1_family-820#LTR/Gypsy",0.000376345847714849
"rnd-4_family-18#Satellite",0.000370724016609013
"rnd-1_family-454#Unknown",0.000370088194529242
"rnd-6_family-2964#LTR/Gypsy",0.000367558632564611
"rnd-3_family-231#Unknown",0.000367140094228945
"rnd-1_family-938#Unknown",0.000364585780118107
"rnd-1_family-459#LINE/CR1-Zenon",0.000362059921045498
"rnd-1_family-364#Unknown",0.00036016050550422
"rnd-5_family-897#Unknown",0.000348972239308349
"rnd-1_family-948#LINE/Penelope",0.00034800573027394
"rnd-6_family-1334#LTR/Pao",0.000336070520113773
"rnd-6_family-1725#Unknown",0.00033151348589567
"rnd-1_family-673#Unknown",0.00033144438057227
"rnd-1_family-675#LTR/Gypsy",0.000326042562533458
"rnd-1_family-724#Unknown",0.000318407073696896
"rnd-1_family-514#LINE",0.000318115536661123
"rnd-1_family-316#Unknown",0.000317212379517979
"rnd-4_family-1109#Unknown",0.000316099504283215
"rnd-1_family-167#LINE/CR1",0.000304480149839674
"rnd-4_family-64#LINE/Penelope",0.000302675856338509
"rnd-5_family-1493#LINE/CR1",0.000295933617154403
"rnd-1_family-704#LINE/CR1",0.000294914801963102
"rnd-1_family-843#Unknown",0.000282483776750213
"rnd-1_family-259#LINE/CR1",0.000275355530015865
"rnd-5_family-544#DNA/TcMar-Tc2",0.000274301105924417
"rnd-4_family-239#Unknown",0.000269116994451054
"rnd-1_family-679#Unknown",0.000264192924073299
"rnd-4_family-299#LINE",0.000253741976068449
"rnd-1_family-228#LTR/Gypsy",0.000246413243720081
"rnd-4_family-997#Unknown",0.000242055887116014
"rnd-1_family-863#DNA/CMC-EnSpm",0.000236930759234039
"rnd-1_family-766#LINE/Penelope",0.00023689657521266
"rnd-6_family-343#Unknown",0.000230980315138438
"rnd-1_family-741#LINE/Penelope",0.000230299727254262
"rnd-3_family-257#Unknown",0.000225930017312667
"rnd-1_family-406#LINE/CR1-Zenon",0.00022558100314785
"rnd-4_family-255#DNA/TcMar-Pogo",0.000213521973743302
"rnd-5_family-837#Unknown",0.000207579450209262
"rnd-5_family-349#DNA/CMC-EnSpm",0.000193307623342414
"rnd-1_family-745#Unknown",0.000180749272348688
"rnd-1_family-617#LINE/CR1",0.000172063811493362
"rnd-1_family-509#LINE/CR1-Zenon",0.000161804297310452
"rnd-5_family-986#LTR/Gypsy",0.000158641976021365
"rnd-1_family-175#Unknown",0.000148366413562158
"rnd-5_family-1920#LINE/CR1",0.0001478931391407
"rnd-6_family-875#Unknown",0.00014707878289025
"rnd-4_family-130#Unknown",0.000134331041201564
"rnd-1_family-396#LINE/CR1-Zenon",0.000127455126383023
"rnd-5_family-751#Unknown",0.000127157215993275
"rnd-5_family-24#LTR/Gypsy",0.000125264891153795
"rnd-4_family-548#Unknown",0.000123298694954174
"rnd-1_family-439#LTR/Gypsy",0.000118859842429819
"rnd-4_family-1285#Unknown",0.000118097268771459
"rnd-5_family-389#Unknown",0.000116002565961714
"rnd-5_family-2365#LTR/Pao",0.000114041134580266
"rnd-6_family-993#Unknown",0.000107678514649207
"rnd-6_family-41#Unknown",0.000107036657963791
"rnd-5_family-57#LTR/Pao",0.000104240099785385
"rnd-5_family-521#Unknown",9.15188129568708e-05
"rnd-1_family-148#LINE/RTE-BovB",8.60526523677017e-05
"rnd-4_family-534#LINE/CR1",8.3837447789091e-05
"rnd-6_family-400#LINE/Penelope",7.33101352875538e-05
"rnd-5_family-1814#Unknown",7.03174799220279e-05
"rnd-6_family-590#Unknown",6.88053845114536e-05
"rnd-1_family-853#Unknown",6.48990893384626e-05
"rnd-6_family-940#LTR/Pao",6.32382351565293e-05
"rnd-1_family-276#LINE/CR1-Zenon",4.89357807103809e-05
"rnd-6_family-607#LTR/Gypsy",3.99346894181407e-05
"rnd-6_family-822#Unknown",3.24685298209197e-05
"rnd-1_family-38#Unknown",3.19566010012449e-05
"rnd-5_family-324#Unknown",3.16776744399516e-05
"rnd-1_family-906#LTR/Gypsy",2.27502859277136e-05
"rnd-6_family-216#LINE/CR1-Zenon",2.23170116697139e-05
"rnd-1_family-728#Unknown",1.92970337254158e-05
"rnd-1_family-407#LINE/Penelope",1.7376499119491e-05
